iter,global_step,wall_seconds,sps,ep_ret,win,ep_len,pg,v,ent,kl,clipfrac,lr
0,16384,21.659,756,4.78,0.0,67.68,-0.005642200354486704,0.7468985319137573,1.3031375408172607,0.0033473672692707623,0.039886474609375,0.0003
1,32768,42.47,771,5.14,0.0,69.89,-0.0075148968026041985,0.5690584778785706,1.2839617729187012,0.0023232377798194648,0.0266265869140625,0.0003
2,49152,63.811,770,5.72,0.0,77.8,-0.0025136638432741165,0.5539321899414062,1.244170069694519,0.002098767917686928,0.0263824462890625,0.0003
3,65536,85.658,765,6.55,0.0,84.99,-0.005658974405378103,0.5726779699325562,1.2267276048660278,0.0017452704887546133,0.016204833984375,0.0003
4,81920,107.106,764,6.81,0.0,87.52,-0.0011513466015458107,0.4820961058139801,1.1979141235351562,0.001939541919000476,0.022186279296875,0.0003
5,98304,128.835,763,7.37,0.0,89.91,-0.00426790677011013,0.544917106628418,1.1285165548324585,0.0014593738942494383,0.0171356201171875,0.0003
6,114688,150.799,760,7.85,0.0,95.33,-0.0035919323563575745,0.5507899522781372,1.1100045442581177,0.0011396913223507,0.0107879638671875,0.0003
7,131072,171.959,762,7.29,0.0,91.04,-0.0018067960627377033,0.5109842419624329,1.104823350906372,0.0011260142407536478,0.0132904052734375,0.0003
8,147456,193.282,762,7.89,0.0,96.99,-0.0018421923741698265,0.5544411540031433,1.0932211875915527,0.0010779445872231008,0.00823974609375,0.0003
9,163840,215.253,761,8.12,0.0,98.88,-0.003832263872027397,0.49580302834510803,1.0160613059997559,0.0011635131138518773,0.01068115234375,0.0003
10,180224,237.73,758,7.82,0.0,97.55,-0.002873081713914871,0.4598231315612793,1.0081477165222168,0.0009111119188673911,0.008636474609375,0.0003
11,196608,259.302,758,8.4,0.0,98.45,-0.0030392035841941833,0.5385366082191467,0.986659824848175,0.001062232267258878,0.003662109375,0.0003
12,212992,282.447,754,8.47,0.0,95.51,-0.000911676324903965,0.5724087953567505,0.9807160496711731,0.0005755719853368646,0.006011962890625,0.0003
13,229376,304.691,752,8.55,0.0,98.77,-0.0026433663442730904,0.4803326427936554,0.9288017153739929,0.0009961763086039355,0.0075836181640625,0.0003
14,245760,327.1,751,8.35,0.0,97.95,-0.001440693624317646,0.4183107912540436,0.9248466491699219,0.0005170497156541387,0.0017242431640625,0.0003
15,262144,349.033,751,9.25,0.0,101.77,-0.0011360053904354572,0.47800785303115845,0.9112677574157715,0.00045019505932941684,0.004180908203125,0.0003
16,278528,371.123,750,9.19,0.0,101.01,-0.0018894975073635578,0.4380512833595276,0.8943352699279785,0.001068826662731226,0.0133819580078125,0.0003
10,180224,21.731,753,8.14,0.0,97.53,-0.0018554383423179388,0.5364469289779663,1.0101845264434814,0.00047358766755678516,0.004241943359375,0.0003
11,196608,42.934,763,8.65,0.0,98.15,-0.002580692060291767,0.5514065623283386,0.9991822838783264,0.0005100117805341142,0.001922607421875,0.0003
12,212992,64.216,765,9.1,0.0,105.43,-0.0008437125943601131,0.533657968044281,0.9952999949455261,0.0009941814732883358,0.0089111328125,0.0003
13,229376,85.646,765,8.66,0.0,100.32,-0.0017226235941052437,0.4863612651824951,0.9813790917396545,0.0010799376367458535,0.0126495361328125,0.0003
14,245760,107.028,765,8.08,0.0,97.17,-0.0006108954548835754,0.4013528823852539,0.9401161074638367,0.00045562013258404477,0.0058746337890625,0.0003
10,180224,21.922,747,8.14,0.0,97.53,-0.0018554392736405134,0.5364468693733215,1.0101845264434814,0.00047358781193906907,0.004241943359375,0.0003
11,196608,42.897,763,8.65,0.0,98.15,-0.0025807381607592106,0.5514066815376282,0.9991822838783264,0.0005100117234633217,0.001922607421875,0.0003
12,212992,64.029,767,9.1,0.0,105.43,-0.0008437493816018105,0.5336578488349915,0.9952999949455261,0.0009941819191681134,0.0089111328125,0.0003
13,229376,86.107,761,8.66,0.0,100.32,-0.0017226210329681635,0.486361026763916,0.9813790917396545,0.0010799380851267415,0.0126495361328125,0.0003
14,245760,108.553,754,8.08,0.0,97.17,-0.0006109476089477539,0.40135273337364197,0.9401161074638367,0.0004556197782221716,0.0058746337890625,0.0003
15,262144,131.31,748,8.42,0.0,97.53,0.00015599164180457592,0.44459158182144165,0.9434117078781128,0.000539258817980226,0.0048828125,0.0003
16,278528,154.027,744,8.93,0.0,98.98,0.0005900021642446518,0.4637988209724426,0.9409742951393127,0.0001994813582086863,0.000579833984375,0.0003
17,294912,176.134,744,8.67,0.0,93.94,-0.0016896422021090984,0.43836888670921326,0.9121326208114624,0.0009905219299071177,0.0080413818359375,0.0003
18,311296,198.739,741,9.05,0.0,97.5,-0.0007307636551558971,0.5226703882217407,0.849669337272644,0.0013753605256852097,0.01629638671875,0.0003
19,327680,221.364,740,9.61,0.0,106.12,-0.0011285655200481415,0.4836903214454651,0.9006750583648682,0.0007000460006452158,0.00469970703125,0.0003
20,344064,244.835,736,8.75,0.0,96.47,-0.0021312497556209564,0.39454329013824463,0.8507900238037109,0.000843394605794856,0.008697509765625,0.0003
21,360448,267.146,735,8.76,0.0,99.24,1.9694212824106216e-05,0.3809865117073059,0.8623273372650146,0.00024397147711852085,0.0012969970703125,0.0003
22,376832,288.964,737,9.31,0.0,99.7,-0.0023224172182381153,0.4419935345649719,0.8344733119010925,0.0005318981394566435,0.005218505859375,0.0003
23,393216,310.625,738,8.92,0.0,96.71,-0.002335209399461746,0.41313108801841736,0.8395074605941772,0.0003774022800371313,0.004364013671875,0.0003
20,344064,23.685,691,8.54,0.0,94.76,-0.0022194087505340576,0.390611469745636,0.8446589708328247,0.0008952709249570034,0.0105438232421875,0.0003
21,360448,48.204,679,9.66,0.0,103.35,-0.0002897423692047596,0.4988185167312622,0.8479019403457642,0.0007501511603891231,0.00787353515625,0.0003
22,376832,72.035,682,8.49,0.0,93.44,-0.002516353502869606,0.4241243600845337,0.8284111618995667,0.0006913752873742851,0.00732421875,0.0003
23,393216,96.46,679,8.99,0.0,98.18,-0.001065908931195736,0.4450467824935913,0.8250781893730164,0.0004849490762808273,0.00177001953125,0.0003
24,409600,120.271,681,8.98,0.0,95.09,-0.0021109580993652344,0.4565364718437195,0.8476583361625671,0.0009762031932041282,0.009490966796875,0.0003
25,425984,144.224,681,9.15,0.0,97.83,-0.0015172003768384457,0.4361739754676819,0.8185391426086426,0.0004292688522014032,0.0042572021484375,0.0003
26,442368,167.359,685,8.85,0.0,96.61,-0.0012198039330542088,0.4326522946357727,0.8030134439468384,0.00044695333031086193,0.0043182373046875,0.0003
27,458752,192.375,681,8.83,0.0,94.58,-0.0021395646035671234,0.39455926418304443,0.8130062818527222,0.0005493515606644905,0.00439453125,0.0003
28,475136,216.903,679,8.6,0.0,92.81,-0.0024769864976406097,0.43552523851394653,0.8007644414901733,0.0005315393921137002,0.00360107421875,0.0003
29,491520,241.454,678,8.75,0.0,92.78,-0.0008226949721574783,0.39041173458099365,0.7954490184783936,0.0002882742763574697,0.0026397705078125,0.0003
30,507904,267.804,672,8.76,0.0,95.28,-0.0022546546533703804,0.35117870569229126,0.799388587474823,0.00030761222251385334,0.00323486328125,0.0003
31,524288,304.064,646,8.79,0.0,93.77,-0.0020549173932522535,0.32909804582595825,0.7951847910881042,0.0005366496857277525,0.0073699951171875,0.0003
32,540672,341.863,623,8.66,0.0,95.37,-0.0005630459636449814,0.321493923664093,0.7852920293807983,0.0007727323605877245,0.0104522705078125,0.0003
33,557056,379.216,604,8.61,0.0,95.72,-0.0014769043773412704,0.3661014139652252,0.7763139009475708,0.0004100268596971546,0.004608154296875,0.0003
34,573440,418.143,587,8.65,0.0,91.81,-0.0012840311974287033,0.3201712965965271,0.7461107969284058,0.0005933416824746018,0.00714111328125,0.0003
35,589824,457.948,572,9.41,0.0,100.56,-7.156538777053356e-05,0.353169322013855,0.7420211434364319,0.00027342895204185425,0.00128173828125,0.0003
36,606208,495.366,562,8.28,0.0,90.1,-0.0013983044773340225,0.30667123198509216,0.7558512091636658,0.0002460838087188222,0.0025787353515625,0.0003
37,622592,522.643,564,8.96,0.0,97.41,-0.0014724954962730408,0.396817684173584,0.745466411113739,0.00037422467369196966,0.0050048828125,0.0003
38,638976,556.416,559,8.53,0.0,95.12,-0.000466090627014637,0.37817156314849854,0.7517017722129822,0.0003227864361576849,0.0033721923828125,0.0003
39,655360,589.576,555,8.79,0.0,94.88,-0.00031197071075439453,0.3473745584487915,0.7663892507553101,0.0004360448269835615,0.007232666015625,0.0003
40,671744,622.3,552,9.05,0.0,97.57,-0.0030553527176380157,0.32743388414382935,0.7356451749801636,0.0004680617907411033,0.0059051513671875,0.0003
41,688128,655.311,550,8.89,0.0,97.09,-0.00014367979019880295,0.3325676918029785,0.7386244535446167,0.0004296212241570174,0.004913330078125,0.0003
42,704512,686.727,548,9.11,0.0,99.69,-0.00046469829976558685,0.35114267468452454,0.7214440107345581,0.0006617746971642191,0.0067596435546875,0.0003
43,720896,713.273,551,9.28,0.0,100.7,-0.0026733549311757088,0.3303086757659912,0.7115992903709412,0.0004890663876722101,0.0066070556640625,0.0003
44,737280,737.947,555,9.12,0.0,98.82,-0.0006268210709095001,0.3594281077384949,0.7091450691223145,0.0008338623332520001,0.0088653564453125,0.0003
45,753664,762.554,558,9.11,0.0,96.82,-0.0015160450711846352,0.2619641423225403,0.6933625936508179,0.0014292713403847301,0.0189971923828125,0.0003
46,770048,786.906,562,9.42,0.0,99.35,-0.0015562111511826515,0.2825111150741577,0.7173227071762085,0.0035389512452184135,0.0294036865234375,0.0003
47,786432,811.658,565,8.94,0.0,95.72,-0.0021615060977637768,0.3138139843940735,0.6988155841827393,0.0007311780160534909,0.0087127685546875,0.0003
48,802816,836.579,567,10.59,0.0,108.42,-0.0032364586368203163,0.3473609685897827,0.6435511112213135,0.000711062277076735,0.00689697265625,0.0003
49,819200,861.825,570,9.82,0.0,104.99,-0.0018109101802110672,0.28842252492904663,0.6991413235664368,0.0015670350693994806,0.0157623291015625,0.0003
