iter,global_step,wall_seconds,sps,ep_ret,win,ep_len,pg,v,ent,kl,clipfrac,lr,energy_unspent,card_take
333,9961472,2313.019,481,23.1,0.0,271.13,-0.010344486683607101,0.8529627323150635,0.6090981960296631,0.002895245112377154,0.0255126953125,0.0006,0.20168927565907346,0.6955307262569832
334,9994240,2393.164,479,20.92,0.0,224.63,-0.012100047431886196,1.171308159828186,0.594914436340332,0.0034665670332287846,0.03182220458984375,0.0006,0.23192855149316216,0.6994106090373281
335,10027008,2491.376,473,20.98,0.0,228.16,-0.005997896660119295,0.9347795248031616,0.6332497596740723,0.004181780072272545,0.03670501708984375,0.0006,0.22610595303113054,0.6714579055441479
336,10059776,2590.84,467,21.76,0.0,235.66,-0.012625058181583881,1.1916136741638184,0.6391175985336304,0.003591177934779921,0.03781890869140625,0.0006,0.2341227125941873,0.7017716535433071
337,10092544,2691.151,462,20.33,0.0,221.31,-0.004467886872589588,1.066601276397705,0.6358659267425537,0.005118021593588651,0.0514984130859375,0.0006,0.26771212545505463,0.6559485530546624
338,10125312,2787.59,458,21.52,0.0,238.86,-0.011273292824625969,0.9275616407394409,0.6116281151771545,0.0036242539736406343,0.03643035888671875,0.0006,0.20338548345729673,0.6811451135241856
339,10158080,2876.731,455,20.74,0.0,228.17,-0.011303502134978771,1.2478196620941162,0.6114784479141235,0.003435667145311072,0.03572845458984375,0.0006,0.24382885353812397,0.688708036622584
340,10190848,2964.012,453,19.85,0.0,216.11,-0.012365635484457016,0.9401311278343201,0.6185822486877441,0.005202294821401665,0.0430145263671875,0.0006,0.21033314511575382,0.6747881355932204
300,8880128,57.399,570,20.44,0.0,217.77,-0.00704086571931839,0.9260453581809998,0.5746026039123535,0.004740545387932116,0.04582977294921875,0.0006,0.1912867859203693,0.6373056994818653
301,8912896,119.042,550,20.73,0.0,219.79,-0.007296716794371605,0.8767203092575073,0.5637024641036987,0.0020839940245309663,0.02181243896484375,0.0006,0.22094651358162978,0.6366396761133604
302,8945664,181.122,542,22.31,0.01,229.3,-0.005537545308470726,0.9928427934646606,0.5540502071380615,0.0013595959074450548,0.01334381103515625,0.0006,0.22667780562517403,0.6715542521994134
340,10190848,54.083,605,20.72,0.01,227.22,-0.0051849279552698135,0.8774924874305725,0.6562209725379944,0.004810712270142403,0.04697418212890625,0.0006,0.1664425920946491,0.6683518705763397
341,10223616,114.077,574,22.3,0.0,242.01,-0.006815540604293346,0.7621253728866577,0.6248795986175537,0.003403498846751063,0.03394317626953125,0.0006,0.1710114702815433,0.687199230028874
342,10256384,175.677,559,21.24,0.0,236.64,-0.011573674157261848,1.0749199390411377,0.6409832239151001,0.003588173544372353,0.0370635986328125,0.0006,0.18716861081654296,0.6848659003831418
343,10289152,236.756,553,21.3,0.0,227.73,-0.014863694086670876,0.7790781855583191,0.6300005316734314,0.006143340039969303,0.054840087890625,0.0006,0.19589603283173734,0.6758130081300813
344,10321920,296.791,552,20.34,0.01,245.36,-0.013360781595110893,1.011878490447998,0.6164902448654175,0.0054594339816844695,0.04700469970703125,0.0006,0.18712493180578288,0.6645898234683282
345,10354688,360.375,545,20.26,0.0,217.44,-0.009594975039362907,0.8634246587753296,0.6487650871276855,0.005993878658813401,0.05419921875,0.0006,0.18643117465657416,0.708113804004215
346,10387456,428.459,535,21.03,0.0,225.41,-0.0077859582379460335,1.1891696453094482,0.6362941265106201,0.004006222328087006,0.0420684814453125,0.0006,0.21951219512195122,0.6812749003984063
347,10420224,494.138,530,19.68,0.0,212.73,-0.005354733671993017,1.0925953388214111,0.6339767575263977,0.0033588542760867313,0.03270721435546875,0.0006,0.25539160045402953,0.6908315565031983
348,10452992,554.262,532,22.13,0.0,236.36,-0.012404454872012138,0.9603760242462158,0.6028311252593994,0.0029716405156818837,0.03141021728515625,0.0006,0.23436650353452965,0.687
349,10485760,615.744,532,22.81,0.0,245.76,-0.00614041555672884,0.7834316492080688,0.6033097505569458,0.005202803472215578,0.0422821044921875,0.0006,0.19808141042260824,0.6954459203036053
350,10518528,681.505,528,23.07,0.0,244.36,-0.011890646070241928,0.8787229657173157,0.5974553227424622,0.00529623783131683,0.046234130859375,0.0006,0.21958925750394945,0.6875584658559402
351,10551296,747.001,526,22.58,0.01,242.92,-0.010709677822887897,1.0239176750183105,0.5918243527412415,0.002957214243096473,0.03206634521484375,0.0006,0.19248826291079812,0.6416510318949343
352,10584064,807.139,527,24.65,0.0,288.57,-0.01192877534776926,0.7768926620483398,0.5895130634307861,0.0053946098354913374,0.05287933349609375,0.0006,0.1960639606396064,0.6707317073170732
353,10616832,870.713,526,20.98,0.0,227.48,-0.006797454785555601,1.0227935314178467,0.6184471845626831,0.004689311551487663,0.04796600341796875,0.0006,0.2714404662781016,0.6522613065326633
354,10649600,935.485,525,21.29,0.0,253.58,-0.01051093079149723,1.0619254112243652,0.6415757536888123,0.00482776118349193,0.04619598388671875,0.0006,0.21632196757965344,0.6830225711481845
355,10682368,999.817,524,19.97,0.01,215.39,-0.01612577587366104,1.5414263010025024,0.5947829484939575,0.006704670299825466,0.0573577880859375,0.0006,0.3067047075606277,0.6496272630457934
356,10715136,1063.087,523,22.63,0.0,247.91,-0.00530770281329751,1.0092579126358032,0.613472044467926,0.005277759432345874,0.05469512939453125,0.0006,0.2458592132505176,0.6718903036238981
357,10747904,1123.852,524,22.06,0.0,241.08,-0.010745562613010406,0.8201320171356201,0.6195583343505859,0.002781846192291937,0.02718353271484375,0.0006,0.22820712984647412,0.6666666666666666
358,10780672,1188.011,524,22.32,0.0,247.26,-0.009763555601239204,0.7628470063209534,0.6158154606819153,0.003275840715389222,0.030487060546875,0.0006,0.17750126968004062,0.6827852998065764
359,10813440,1245.883,526,21.51,0.0,239.45,-0.013604333624243736,0.804564356803894,0.6215360164642334,0.005730141220908536,0.051971435546875,0.0006,0.18726985796948975,0.6783284742468416
360,10846208,1313.09,524,20.81,0.0,222.33,-0.012401429936289787,1.0598466396331787,0.5955083966255188,0.0049344079811248776,0.04052734375,0.0006,0.19293855991103698,0.6963350785340314
361,10878976,1369.348,526,21.1,0.0,229.6,-0.009849397465586662,1.0112388134002686,0.5865125060081482,0.003723699281579229,0.03591156005859375,0.0006,0.16295491580662683,0.6897233201581028
362,10911744,1427.175,528,22.6,0.0,243.03,-0.01314995065331459,1.0274583101272583,0.5742267966270447,0.0050354410555826234,0.0431671142578125,0.0006,0.24262979389512132,0.7011605415860735
363,10944512,1486.425,529,22.37,0.01,235.82,-0.006501664873212576,1.0113232135772705,0.5923275947570801,0.0022719578576584354,0.02150726318359375,0.0006,0.20378890392422191,0.6867704280155642
364,10977280,1543.311,530,21.66,0.01,228.73,-0.011331770569086075,1.0249353647232056,0.6059552431106567,0.0030771013952062276,0.03127288818359375,0.0006,0.23045491691637157,0.6861386138613862
365,11010048,1601.057,532,22.58,0.0,242.74,-0.015630315989255905,1.0145585536956787,0.5882813930511475,0.005131806225818991,0.04468536376953125,0.0006,0.17207962283918282,0.7026532479414456
366,11042816,1660.819,532,23.18,0.0,247.66,-0.008760275319218636,0.8946857452392578,0.5755689144134521,0.004929979479300073,0.04239654541015625,0.0006,0.16596858638743456,0.6982520699172033
367,11075584,1723.635,532,21.53,0.0,230.42,-0.01384027861058712,0.9732027053833008,0.6176197528839111,0.008172962393160788,0.063751220703125,0.0006,0.19698216735253773,0.705242334322453
368,11108352,1783.222,532,22.47,0.0,236.7,-0.008394761011004448,0.996252179145813,0.6009206771850586,0.005140494360375669,0.04654693603515625,0.0006,0.20203099946552647,0.6880998080614203
369,11141120,1844.206,533,22.07,0.01,223.64,-0.007983970455825329,0.9668002724647522,0.5884017944335938,0.0038832206040524397,0.0360565185546875,0.0006,0.20695652173913043,0.7312252964426877
370,11173888,1903.545,533,23.05,0.0,239.07,-0.011484740301966667,1.1413695812225342,0.5712404251098633,0.002396053070413018,0.02278900146484375,0.0006,0.18862275449101795,0.719281663516068
371,11206656,1964.772,533,22.76,0.0,235.36,-0.00935320369899273,0.8837895393371582,0.5638656616210938,0.0040480318396021175,0.0367584228515625,0.0006,0.19939907129199672,0.7338935574229691
372,11239424,2026.922,533,22.92,0.0,242.55,-0.011422483250498772,1.0979974269866943,0.5792849063873291,0.0057922969199495355,0.05269622802734375,0.0006,0.22047670639219935,0.7017873941674506
373,11272192,2086.327,534,23.59,0.0,234.8,-0.009762725792825222,0.8660252094268799,0.5622422099113464,0.0058102433157500855,0.0474700927734375,0.0006,0.19402985074626866,0.7504690431519699
370,11173888,55.758,587,21.29,0.0,218.46,-0.009943123906850815,1.3948743343353271,0.6147875785827637,0.003038903523332692,0.0284423828125,0.0006,0.23331398723157284,0.6890927624872579
371,11206656,113.433,577,22.01,0.0,228.85,-0.005318609066307545,1.147402286529541,0.6019407510757446,0.007094683476978503,0.0556640625,0.0006,0.18357487922705315,0.7228571428571429
372,11239424,168.399,583,22.88,0.01,236.08,-0.011126823723316193,1.0386457443237305,0.5723837018013,0.007232036979530676,0.0574951171875,0.0006,0.17335865436787845,0.7227443609022557
373,11272192,221.199,592,22.89,0.0,236.45,-0.012404398992657661,1.0137510299682617,0.5831774473190308,0.005912674407426266,0.05237579345703125,0.0006,0.1951219512195122,0.68
374,11304960,276.787,591,21.76,0.0,232.85,-0.0096150953322649,1.0711712837219238,0.6092747449874878,0.002969400087664553,0.03115081787109375,0.0006,0.17079493087557604,0.7252747252747253
375,11337728,333.477,589,22.94,0.01,241.86,-0.011504529975354671,0.897295355796814,0.5913763046264648,0.0028802757486801056,0.0260772705078125,0.0006,0.13901837126405264,0.7291280148423006
376,11370496,387.38,592,23.0,0.0,238.36,-0.012795430608093739,1.0108792781829834,0.5563784837722778,0.004732657238633919,0.03917694091796875,0.0006,0.11521499448732084,0.7359187442289935
377,11403264,444.656,589,22.97,0.0,242.43,-0.011824799701571465,0.9761775732040405,0.559728741645813,0.005530374608213151,0.04659271240234375,0.0006,0.14820891441071918,0.7223230490018149
378,11436032,498.622,591,22.3,0.01,232.97,-0.012452872470021248,1.1155734062194824,0.529512882232666,0.004990586121124352,0.04541778564453125,0.0006,0.19506662886305642,0.7411545623836127
379,11468800,555.377,590,22.96,0.0,236.42,-0.010622814297676086,0.9670897722244263,0.537490725517273,0.006567031407087143,0.05657196044921875,0.0006,0.200055111600992,0.7328897338403042
380,11501568,612.758,588,22.31,0.0,235.61,-0.011121517047286034,1.0975701808929443,0.5573284029960632,0.0042001648822775906,0.04027557373046875,0.0006,0.18462401795735128,0.7049180327868853
381,11534336,670.023,586,22.89,0.01,238.93,-0.010926475748419762,1.1027299165725708,0.5631548166275024,0.0046722499341314006,0.042938232421875,0.0006,0.1970823011285439,0.726027397260274
382,11567104,725.813,586,20.83,0.02,219.41,-0.01384203601628542,1.3957890272140503,0.5903715491294861,0.005428083350238921,0.047332763671875,0.0006,0.21483001172332944,0.7021716649431231
383,11599872,786.914,582,21.2,0.0,226.23,-0.014924275688827038,1.474353313446045,0.5898996591567993,0.00537479197660673,0.0487213134765625,0.0006,0.26299435028248586,0.7107107107107107
384,11632640,843.081,583,19.92,0.0,204.79,-0.01297827810049057,1.7244560718536377,0.6030794382095337,0.007153496167447315,0.0623779296875,0.0006,0.2792657237436052,0.7323177366702938
385,11665408,899.581,582,18.73,0.0,200.09,-0.011325061321258545,1.5729196071624756,0.6300719976425171,0.00624575826390128,0.05400848388671875,0.0006,0.3155368926214757,0.7094515752625438
386,11698176,958.282,581,19.8,0.01,211.8,-0.010076763108372688,1.6000524759292603,0.6106183528900146,0.003907335867154416,0.0358428955078125,0.0006,0.34380403458213254,0.7250268528464017
387,11730944,1015.39,580,20.68,0.0,222.79,-0.01003879215568304,1.3333508968353271,0.5775173902511597,0.004433897531669118,0.0473175048828125,0.0006,0.3454443823365008,0.7114989733059548
388,11763712,1072.955,580,20.87,0.02,221.58,-0.00841587409377098,1.3672332763671875,0.5879389643669128,0.0019111561196893945,0.019683837890625,0.0006,0.2833617262918796,0.7368972746331237
389,11796480,1130.389,579,20.41,0.0,216.57,-0.008912460878491402,1.2650704383850098,0.6257630586624146,0.00293815735695091,0.02935028076171875,0.0006,0.3032440056417489,0.7170010559662091
390,11829248,1189.072,578,22.63,0.0,231.84,-0.01472001988440752,0.8831676244735718,0.5916093587875366,0.00509253907106455,0.04657745361328125,0.0006,0.24689655172413794,0.7576628352490421
391,11862016,1245.847,578,21.71,0.0,237.76,-0.006060800049453974,0.9033298492431641,0.6093947887420654,0.004013712916759005,0.04376983642578125,0.0006,0.20880330123796423,0.7633434038267876
392,11894784,1303.212,578,21.65,0.01,227.22,-0.010579884983599186,0.9514228105545044,0.5833075046539307,0.003619213985132319,0.03551483154296875,0.0006,0.20835654596100278,0.7517241379310344
393,11927552,1361.016,577,23.09,0.0,247.03,-0.015358930453658104,0.9306632280349731,0.5999859571456909,0.0046835696166454,0.0437164306640625,0.0006,0.21334734629532318,0.7681564245810056
394,11960320,1418.099,577,20.98,0.01,220.05,-0.012818562798202038,1.0202194452285767,0.5618407726287842,0.005763576531585102,0.05132293701171875,0.0006,0.27928447778418924,0.7803347280334728
395,11993088,1477.286,576,21.9,0.0,325.91,-0.011260885745286942,0.808068037033081,0.5592188835144043,0.005408289104394726,0.05132293701171875,0.0006,0.22689309576837416,0.7426614481409002
396,12025856,1535.79,576,19.87,0.03,221.24,-0.01707029901444912,1.3331650495529175,0.6149171590805054,0.006366773136207371,0.053131103515625,0.0006,0.2485414235705951,0.7458563535911602
397,12058624,1590.887,576,22.29,0.0,233.35,-0.010072937235236168,1.0489726066589355,0.587733268737793,0.00484703903123318,0.04528045654296875,0.0006,0.22724780701754385,0.7339015151515151
398,12091392,1644.29,577,22.87,0.0,246.53,-0.012436922639608383,0.9617512822151184,0.5747107267379761,0.004264087944704897,0.03385162353515625,0.0006,0.2017291066282421,0.7702089009990918
399,12124160,1697.521,579,22.72,0.0,241.38,-0.01674685627222061,0.8088573217391968,0.5899921655654907,0.007584421122516005,0.05644989013671875,0.0006,0.17150537634408602,0.7545289855072463
400,12156928,1753.937,579,23.47,0.0,250.15,-0.016331609338521957,0.992142915725708,0.5647958517074585,0.006534106370850168,0.0569610595703125,0.0006,0.2019407290847102,0.7493356953055802
401,12189696,1808.643,579,21.46,0.0,226.81,-0.014862466603517532,1.0141544342041016,0.5658055543899536,0.00553648062685852,0.0507659912109375,0.0006,0.19160326852634546,0.7727272727272727
402,12222464,1868.14,578,22.81,0.01,230.64,-0.01651841402053833,0.9055284261703491,0.5363797545433044,0.005765954693004005,0.05033111572265625,0.0006,0.18485273492286114,0.7413461538461539
403,12255232,1924.645,578,21.12,0.0,218.4,-0.009525730274617672,0.9053177833557129,0.5486559867858887,0.005337358368478817,0.04801177978515625,0.0006,0.1869680070443205,0.7697697697697697
404,12288000,1979.94,579,23.29,0.01,244.49,-0.010971514508128166,0.916597843170166,0.5642692446708679,0.008101731561964698,0.0576019287109375,0.0006,0.17092651757188498,0.7419056429232193
405,12320768,2035.712,579,24.34,0.0,256.21,-0.014125989750027657,0.7949192523956299,0.5134146213531494,0.006020219665288096,0.04932403564453125,0.0006,0.19872935196950445,0.7497835497835498
406,12353536,2092.385,579,21.9,0.01,237.8,-0.013453804887831211,0.8150321841239929,0.5518126487731934,0.005666761167617551,0.0459747314453125,0.0006,0.2030590717299578,0.7580037664783428
407,12386304,2146.386,580,21.03,0.0,226.15,-0.011949725449085236,0.9506815671920776,0.6041363477706909,0.004214359831905767,0.04265594482421875,0.0006,0.20039237668161436,0.7342799188640974
400,12156928,51.77,632,21.64,0.0,222.04,-0.01469497475773096,0.8351678848266602,0.6194383502006531,0.008446340824548315,0.0687103271484375,0.0006,0.16797752808988764,0.7602739726027398
401,12189696,105.948,618,23.33,0.0,248.83,-0.013890894129872322,0.7327114343643188,0.568566620349884,0.006884691208298932,0.05228424072265625,0.0006,0.18144116122343182,0.73224043715847
402,12222464,160.522,612,24.94,0.01,258.44,-0.009807401336729527,0.7354425191879272,0.5970689058303833,0.005433487161099038,0.0446319580078125,0.0006,0.17838809034907596,0.7467018469656992
403,12255232,215.287,608,25.22,0.01,269.2,-0.01386152021586895,0.8915672898292542,0.5634262561798096,0.007948167001870843,0.0539398193359375,0.0006,0.23475,0.7775905644481887
404,12288000,268.078,611,22.11,0.0,240.81,-0.013631589710712433,1.1501944065093994,0.5976130366325378,0.007910990305646237,0.062896728515625,0.0006,0.19203296703296704,0.7597340930674265
405,12320768,324.674,605,23.93,0.02,249.07,-0.017027463763952255,1.010689616203308,0.597370982170105,0.007324427902005937,0.05825042724609375,0.0006,0.2288770053475936,0.7217235188509874
406,12353536,379.045,605,20.86,0.01,220.62,-0.01041334867477417,1.026219129562378,0.6290656328201294,0.005573037518217916,0.051300048828125,0.0006,0.21457142857142858,0.7252066115702479
407,12386304,437.147,599,23.73,0.0,247.32,-0.013535598292946815,1.0164566040039062,0.5671492218971252,0.004487748744452347,0.03969573974609375,0.0006,0.16130732735898787,0.7303571428571428
408,12419072,491.939,599,23.08,0.0,256.39,-0.011212382465600967,1.1378576755523682,0.5658882260322571,0.004942618753034367,0.041107177734375,0.0006,0.19137749737118823,0.6951871657754011
409,12451840,551.122,594,21.82,0.0,238.77,-0.016047010198235512,0.9658239483833313,0.5876266360282898,0.005434676568199848,0.0449066162109375,0.0006,0.17882416984213392,0.7414122137404581
410,12484608,607.327,593,23.34,0.0,243.63,-0.01447240263223648,1.1118261814117432,0.5663588047027588,0.005940591136678108,0.0526580810546875,0.0006,0.18524416135881103,0.7218721872187218
411,12517376,662.612,593,21.77,0.0,228.44,-0.009710588492453098,1.0452759265899658,0.5851788520812988,0.0037706968778650207,0.0407257080078125,0.0006,0.17472118959107807,0.6755725190839694
412,12550144,719.927,591,24.64,0.0,253.81,-0.010338683612644672,1.0388717651367188,0.5800621509552002,0.006697150982141409,0.05205535888671875,0.0006,0.2180701305349373,0.7044079515989629
413,12582912,777.545,590,24.28,0.0,257.12,-0.00823187455534935,0.9033399224281311,0.586736261844635,0.006092041763963607,0.04987335205078125,0.0006,0.20082283363332476,0.7297527706734868
414,12615680,835.035,588,18.77,0.0,192.42,-0.00830054096877575,1.5154446363449097,0.5992674231529236,0.003801729886731664,0.0369415283203125,0.0006,0.25813728649693846,0.7258823529411764
415,12648448,888.617,590,19.86,0.0,212.12,-0.012300143018364906,1.1280556917190552,0.5870369672775269,0.007439607907400614,0.05605316162109375,0.0006,0.19763663220088626,0.7165271966527197
416,12681216,946.69,588,22.16,0.0,232.19,-0.011946389451622963,1.3854687213897705,0.6036447286605835,0.0052759658833281264,0.05173492431640625,0.0006,0.2619702806824436,0.7248255234297108
417,12713984,998.467,590,21.51,0.0,224.32,-0.014152364805340767,1.0430550575256348,0.5768436193466187,0.00504160775631135,0.045989990234375,0.0006,0.22031995509402189,0.7297560975609756
418,12746752,1051.149,592,21.25,0.0,215.91,-0.010274991393089294,1.0924732685089111,0.5913008451461792,0.004899771603732006,0.04248046875,0.0006,0.18350217076700434,0.7274611398963731
419,12779520,1109.735,590,22.23,0.0,234.1,-0.011523506604135036,1.175351858139038,0.5759832262992859,0.00445258290176298,0.039215087890625,0.0006,0.22165502418054808,0.7378731343283582
420,12812288,1165.186,590,23.47,0.01,239.7,-0.014081857167184353,0.9658539295196533,0.5577960014343262,0.006347191126508278,0.045928955078125,0.0006,0.20123755716976055,0.7185114503816794
421,12845056,1221.367,590,21.86,0.0,224.58,-0.00857608299702406,1.0023467540740967,0.5663886666297913,0.005152534857813862,0.04338836669921875,0.0006,0.2063537492844877,0.7243781094527363
422,12877824,1276.205,590,20.77,0.0,215.12,-0.011841636151075363,1.1371996402740479,0.5948358774185181,0.0044781367762993796,0.0382232666015625,0.0006,0.20389495426379464,0.6948453608247422
423,12910592,1332.256,590,21.85,0.0,225.37,-0.010772142559289932,0.8349684476852417,0.5715551376342773,0.004212189157442481,0.03839874267578125,0.0006,0.20252454417952315,0.7204301075268817
424,12943360,1389.149,589,20.55,0.0,216.13,-0.011400610208511353,1.1665130853652954,0.6056957244873047,0.009078113073215377,0.05847930908203125,0.0006,0.22873123344127172,0.7367864693446089
425,12976128,1445.327,589,23.97,0.0,247.47,-0.015586272813379765,1.1556072235107422,0.5631805658340454,0.006335031478784003,0.05188751220703125,0.0006,0.18627954779033915,0.7376902417188899
426,13008896,1501.334,589,22.18,0.0,226.84,-0.014530696906149387,1.0384328365325928,0.6074650287628174,0.00469197082077244,0.04399871826171875,0.0006,0.24835526315789475,0.7612225405921681
427,13041664,1556.631,589,24.19,0.0,249.41,-0.016279226168990135,0.8733441829681396,0.6005824208259583,0.007820447523698704,0.0568695068359375,0.0006,0.22134801993181222,0.762532981530343
428,13074432,1613.202,589,22.28,0.0,237.15,-0.012849031016230583,1.198897123336792,0.5914528965950012,0.004920857037689075,0.0437774658203125,0.0006,0.20886752136752137,0.7568093385214008
429,13107200,1669.658,588,21.5,0.0,228.98,-0.01577858440577984,1.0474687814712524,0.6299421787261963,0.00768909344931501,0.06295013427734375,0.0006,0.21987373044194344,0.7487875848690592
430,13139968,1726.033,588,20.57,0.01,220.27,-0.012438887730240822,1.063954472541809,0.6290945410728455,0.0038539696209625163,0.03826141357421875,0.0006,0.25042301184433163,0.7230142566191446
431,13172736,1780.193,589,21.84,0.01,229.97,-0.015866093337535858,1.0617116689682007,0.6023999452590942,0.0058712769821909205,0.04779052734375,0.0006,0.21850123524567663,0.7557557557557557
