iter,global_step,wall_seconds,sps,ep_ret,win,ep_len,pg,v,ent,kl,clipfrac,lr
223,6356992,1899.758,672,17.5,0.0,247.45,-0.011011381633579731,0.7284148335456848,0.5622270107269287,0.007080567666605475,0.0555267333984375,0.0006
224,6389760,1952.217,671,17.65,0.01,192.57,-0.006511300336569548,0.9034199118614197,0.5852991938591003,0.006509888756227156,0.05987548828125,0.0006
225,6422528,2000.69,671,17.64,0.0,187.48,-0.011151108890771866,0.6445776224136353,0.5684576630592346,0.0047514657301235275,0.044281005859375,0.0006
226,6455296,2050.175,671,17.56,0.0,212.58,-0.009979773312807083,0.6198659539222717,0.5759255290031433,0.00701856249395405,0.0535888671875,0.0006
227,6488064,2101.9,670,16.86,0.0,184.78,-0.009416256099939346,0.8303584456443787,0.576026976108551,0.0045416040032364435,0.04199981689453125,0.0006
228,6520832,2164.624,666,17.79,0.0,186.52,-0.008920890279114246,0.6623972654342651,0.5715634822845459,0.009034397389314108,0.05956268310546875,0.0006
229,6553600,2229.381,661,18.52,0.0,207.09,-0.006635621190071106,0.8866546154022217,0.6002100706100464,0.005262595395013392,0.04697418212890625,0.0006
230,6586368,2301.572,654,18.8,0.01,204.04,-0.005986679345369339,0.6706438064575195,0.600509524345398,0.005053088764697122,0.04547119140625,0.0006
231,6619136,2370.582,649,17.06,0.0,184.24,-0.001575341448187828,0.6687962412834167,0.6103508472442627,0.006624073737640401,0.05214691162109375,0.0006
232,6651904,2432.349,646,17.7,0.0,195.13,-0.007554217241704464,0.5521745681762695,0.564860999584198,0.004820271269466048,0.03626251220703125,0.0006
233,6684672,2486.213,645,18.11,0.01,193.44,-0.006659597158432007,0.7212954759597778,0.5784258842468262,0.004643016939851918,0.04100799560546875,0.0006
234,6717440,2542.163,644,18.67,0.0,198.26,-0.006339158862829208,0.6845307350158691,0.6168274283409119,0.007172037472486181,0.054901123046875,0.0006
235,6750208,2600.198,642,18.52,0.0,198.29,-0.011927580460906029,0.7002321481704712,0.6071168184280396,0.007334550738960388,0.05800628662109375,0.0006
236,6782976,2656.101,641,17.62,0.0,190.84,-0.0040655117481946945,0.7201690673828125,0.6293448209762573,0.0062228740636101065,0.05133056640625,0.0006
237,6815744,2711.626,640,19.81,0.0,229.44,-0.010599442757666111,0.5929265022277832,0.5998451113700867,0.005826974981118838,0.0475921630859375,0.0006
238,6848512,2769.52,638,18.34,0.01,202.16,-0.005093764513731003,0.7853469252586365,0.6605739593505859,0.0040661711139406975,0.0389862060546875,0.0006
239,6881280,2825.308,637,17.24,0.0,192.28,-0.008572520688176155,0.7337357997894287,0.5982246398925781,0.005602064725966471,0.050445556640625,0.0006
240,6914048,2884.062,636,16.93,0.0,186.72,-0.008647240698337555,0.7606427669525146,0.6029709577560425,0.0037923500537999644,0.04048919677734375,0.0006
241,6946816,2938.716,635,19.21,0.0,205.51,-0.009211050346493721,0.5010337233543396,0.5752366781234741,0.004393648949474027,0.03812408447265625,0.0006
242,6979584,2985.771,636,19.15,0.0,207.28,-0.005090406164526939,0.6744229793548584,0.572628378868103,0.004506835129888032,0.03893280029296875,0.0006
243,7012352,3041.247,635,18.33,0.0,194.44,-0.00539526529610157,0.8227823972702026,0.5677329301834106,0.0054481268414008355,0.04618072509765625,0.0006
244,7045120,3096.847,634,17.28,0.0,198.96,-0.010770648717880249,0.8242881894111633,0.6306877136230469,0.006464363636894177,0.05501556396484375,0.0006
245,7077888,3164.071,631,17.51,0.0,195.34,-0.00495431013405323,0.6807118654251099,0.637100338935852,0.007443382997735171,0.058135986328125,0.0006
246,7110656,3221.663,630,19.34,0.0,210.13,-0.008760145865380764,0.6440684199333191,0.5666321516036987,0.0050670454213417315,0.0396881103515625,0.0006
247,7143424,3273.4,630,18.05,0.0,208.6,-0.009021693840622902,0.8058336973190308,0.6270136833190918,0.005560796025349646,0.0527801513671875,0.0006
248,7176192,3322.924,631,17.85,0.0,192.29,-0.0093596912920475,0.7566056847572327,0.6068871021270752,0.002907588992059118,0.02837371826171875,0.0006
249,7208960,3372.365,631,19.18,0.0,210.33,-0.012020992115139961,0.6224073171615601,0.6134142875671387,0.006769589709449519,0.05277252197265625,0.0006
250,7241728,3432.305,630,18.87,0.01,208.93,-0.010627198033034801,0.8523120284080505,0.5972353219985962,0.011121934694187985,0.0745391845703125,0.0006
251,7274496,3495.706,628,18.48,0.0,225.73,-0.011232872493565083,0.7454487085342407,0.6499817967414856,0.008974269534832047,0.06468963623046875,0.0006
252,7307264,3557.669,626,18.5,0.0,199.09,-0.015024609863758087,0.8880383968353271,0.6752661466598511,0.006731178301606633,0.058135986328125,0.0006
253,7340032,3618.195,624,18.31,0.0,204.43,-0.010168316774070263,0.6992011070251465,0.642584502696991,0.0064959965299067335,0.05438995361328125,0.0006
254,7372800,3676.432,623,17.94,0.0,195.88,-0.006576112005859613,0.7633599042892456,0.677901566028595,0.004944307517916968,0.045257568359375,0.0006
255,7405568,3728.612,623,18.26,0.0,206.52,-0.01233447715640068,1.0028467178344727,0.6313059329986572,0.007934179666335694,0.060028076171875,0.0006
256,7438336,3780.948,623,17.03,0.01,192.3,-0.007557859644293785,0.9416300654411316,0.6962399482727051,0.005719848394846849,0.0539703369140625,0.0006
257,7471104,3847.731,621,15.04,0.01,165.53,-0.008767295628786087,1.675659418106079,0.6707847714424133,0.00446924352422684,0.04500579833984375,0.0006
258,7503872,3908.055,620,18.02,0.0,199.89,-0.01516680233180523,1.0250353813171387,0.6735712885856628,0.008278333329599263,0.0702362060546875,0.0006
259,7536640,3965.463,619,16.95,0.0,187.55,-0.008430225774645805,1.0353386402130127,0.6589483022689819,0.003617265781141299,0.03786468505859375,0.0006
260,7569408,4018.529,619,16.14,0.0,177.15,-0.00877535529434681,1.3057458400726318,0.6851671934127808,0.0036932230682680256,0.03759765625,0.0006
261,7602176,4072.401,619,17.58,0.0,199.22,-0.016105912625789642,0.9908761978149414,0.6495420932769775,0.0071268453361028605,0.06249237060546875,0.0006
262,7634944,4132.076,618,16.12,0.0,183.43,-0.01349765807390213,0.9783411622047424,0.6496679186820984,0.0057475690749697605,0.05831146240234375,0.0006
263,7667712,4188.058,618,16.39,0.0,184.91,-0.012098964303731918,1.12308669090271,0.6323527097702026,0.004810624106767136,0.04630279541015625,0.0006
264,7700480,4245.256,617,14.37,0.01,173.55,-0.009630735963582993,1.4222743511199951,0.7087975740432739,0.0072141066854101155,0.0662841796875,0.0006
265,7733248,4302.174,616,14.46,0.0,168.11,-0.008386531844735146,1.3219842910766602,0.6719912886619568,0.005076702229246166,0.0502777099609375,0.0006
266,7766016,4361.303,616,16.32,0.0,193.26,-0.007242757827043533,1.1786620616912842,0.6733422875404358,0.005121232832834721,0.0533447265625,0.0006
267,7798784,4423.423,614,15.82,0.0,174.68,-0.011042623780667782,1.1854822635650635,0.6311746835708618,0.004651255089243023,0.047698974609375,0.0006
268,7831552,4477.41,614,15.24,0.0,170.6,-0.013011540286242962,1.0810997486114502,0.6666842103004456,0.0063412202029553555,0.05986785888671875,0.0006
269,7864320,4529.757,614,14.87,0.0,161.21,-0.01091947965323925,1.3726471662521362,0.6060371994972229,0.006474350783221894,0.06481170654296875,0.0006
270,7897088,4593.531,613,16.57,0.0,186.23,-0.01323362160474062,1.127806544303894,0.6263221502304077,0.009525603711495023,0.07440948486328125,0.0006
271,7929856,4651.545,612,13.99,0.0,160.03,-0.010547997429966927,1.360172986984253,0.6454459428787231,0.006992105340351884,0.068267822265625,0.0006
272,7962624,4705.487,612,16.67,0.0,183.49,-0.0068766591139137745,0.8884329795837402,0.5242553353309631,0.004954878559260578,0.0458831787109375,0.0006
273,7995392,4767.266,611,17.73,0.0,188.28,-0.007841276004910469,0.9400096535682678,0.5836796760559082,0.005645793799430976,0.05207061767578125,0.0006
274,8028160,4832.425,610,19.52,0.0,245.19,-0.013643153943121433,0.8901834487915039,0.5978199243545532,0.008646691310843835,0.06220245361328125,0.0006
275,8060928,4894.611,609,19.52,0.0,214.71,-0.012522525154054165,0.6954534649848938,0.5728985071182251,0.007581255790114483,0.05926513671875,0.0006
