iter,global_step,wall_seconds,sps,ep_ret,win,ep_len,pg,v,ent,kl,clipfrac,lr,energy_unspent,card_take,upgrades,removes,elites,potions_got,potions_used,potions_used_elite,potions_used_boss,potions_used_normal,potions_expired,potion_use_hp,relics,hp_lost
853,27983872,68.606,477,20.527012955648825,0.0,210.65,0.000559693668037653,6.432352542877197,0.4847598671913147,0.0007647469082883163,0.00554656982421875,0.0003,0.15497349547864048,0.8545647558386412,2.1,0.59,0.81,5.64,0.2,0.0,0.0,0.2,0.0,0.15248312622308732,4.81,169.87
854,28016640,142.545,459,22.907666307552716,0.0,226.96,0.00048572057858109474,6.597926139831543,0.43239885568618774,0.00011136115966792204,0.0006256103515625,0.0003,0.22397025171624713,0.8609680741503605,2.03,0.59,1.03,5.69,0.25,0.0,0.0,0.25,0.0,0.1699221809208393,5.36,187.49
855,28049408,201.81,487,19.988089950378054,0.0,206.59,0.00035506580024957657,6.818408966064453,0.4642944931983948,0.00014016909347702722,0.00104522705078125,0.0003,0.18816388467374812,0.8537946428571429,1.83,0.48,0.93,5.44,0.17,0.0,0.0,0.17,0.0,0.1304091891646385,4.88,175.35
856,28082176,260.469,503,20.74107190410141,0.0,223.23,0.00019567238632589579,6.333461284637451,0.4566546678543091,8.933578732950309e-05,0.00034332275390625,0.0003,0.17654028436018956,0.8527472527472527,2.13,0.72,0.84,5.38,0.22,0.0,0.0,0.22,0.02,0.16078147768974305,4.6,179.75
857,28114944,323.38,506,16.117363041532226,0.0,175.61,-0.00012075994163751602,6.499912261962891,0.4694588780403137,0.00016282318921412298,0.00109100341796875,0.0003,0.15937388829598007,0.8786279683377308,1.71,0.48,0.61,4.52,0.28,0.0,0.0,0.28,0.03,0.2200240820646286,3.68,153.92
858,28147712,387.02,508,19.391999611193313,0.0,202.65,-8.021993562579155e-05,6.467577934265137,0.4637525677680969,0.00017893586397121908,0.0013580322265625,0.0003,0.16904909881914232,0.883668903803132,2.02,0.62,0.88,5.55,0.2,0.0,0.0,0.2,0.01,0.15978879258036613,4.5,169.19
859,28180480,448.081,511,18.947973331876565,0.0,200.31,4.473794251680374e-05,6.838544845581055,0.44665852189064026,0.0001686802754790051,0.00115203857421875,0.0003,0.2031934877896055,0.8625,1.94,0.51,1.04,5.15,0.22,0.0,0.0,0.22,0.0,0.16409080028533934,4.66,170.5
860,28213248,509.074,514,17.497601634301244,0.0,193.9,3.5478267818689346e-05,5.5415802001953125,0.47264063358306885,0.00013001994842909426,0.00079345703125,0.0003,0.14840989399293286,0.8642691415313225,1.43,0.59,0.91,4.91,0.3,0.0,0.0,0.3,0.01,0.24027783244848253,4.26,161.29
861,28246016,569.806,517,19.32328257919289,0.0,210.1,-0.012958364561200142,6.180479526519775,0.46098968386650085,0.005213977719449758,0.03876495361328125,0.0003,0.2076386783873901,0.8779931584948689,1.66,0.56,0.89,5.19,0.18,0.0,0.0,0.18,0.0,0.14062259823083878,4.72,170.31
862,28278784,628.324,521,21.086311418481635,0.0,260.79,-0.009416024200618267,5.359448432922363,0.4418505132198334,0.0045825188099684055,0.038421630859375,0.0003,0.17191639682072418,0.8636363636363636,2.08,0.41,1.01,5.51,0.22,0.0,0.0,0.22,0.0,0.1740896326303482,4.99,179.01
