iter,global_step,wall_seconds,sps,ep_ret,win,ep_len,pg,v,ent,kl,clipfrac,lr,energy_unspent,card_take,upgrades,removes,elites,potions_got,potions_used,potions_used_elite,potions_used_boss,potions_used_normal,potions_expired,potion_use_hp,relics,hp_lost
213,7012352,50.832,644,30.406250064009026,0.0,287.875,-0.0009524468332529068,4.129230499267578,0.6006245613098145,0.0003151061683865919,0.0011444091796875,0.0006,0.16389160953313744,0.9754738015607581,4.805555555555555,0.8055555555555556,1.8611111111111112,7.388888888888889,0.18055555555555555,0.0,0.0,0.18055555555555555,0.0,0.1464834072523647,6.319444444444445,186.38888888888889
214,7045120,105.165,623,36.01823856130941,0.05,319.5,-7.581152021884918e-05,4.624946594238281,0.5887521505355835,0.00019902219362677442,0.001129150390625,0.0006,0.20462119528993558,0.9839449541284404,5.82,0.63,2.21,7.94,0.27,0.0,0.0,0.27,0.01,0.2382113641500473,7.31,200.8
215,7077888,159.814,615,33.86750005678739,0.0,299.45,0.0005871672183275223,4.866863250732422,0.5924098491668701,0.00012501981588286526,0.0006256103515625,0.0006,0.17817932296431838,0.9780907668231612,5.84,0.67,1.99,7.61,0.25,0.0,0.0,0.25,0.0,0.21102810502052308,7.0,189.76
216,7110656,215.829,607,36.565500072716965,0.01,310.77,-2.9374845325946808e-05,3.6636385917663574,0.5891515016555786,6.329377444558304e-05,0.00011444091796875,0.0006,0.16529660075538768,0.9732342007434944,5.93,0.75,2.25,8.25,0.22,0.0,0.0,0.22,0.01,0.18191452518105508,7.5,209.0
217,7143424,271.879,602,33.26405412969179,0.01,300.6,0.0001058005727827549,4.820620536804199,0.5844273567199707,6.341068461779287e-05,9.1552734375e-05,0.0006,0.13450292397660818,0.9865186360031721,5.08,0.62,2.09,7.8,0.3,0.0,0.0,0.3,0.0,0.23724731653928757,6.64,203.81
218,7176192,328.032,599,37.9599078916607,0.02,327.67,0.0001403791829943657,3.968376874923706,0.5963531732559204,0.00012615584936526147,0.00054931640625,0.0006,0.1878643921399266,0.9803779069767442,5.6,0.77,2.18,8.41,0.29,0.0,0.0,0.29,0.0,0.2195104280114174,7.49,220.23
219,7208960,383.382,598,33.289695718073055,0.01,292.59,-4.734611138701439e-05,4.504737854003906,0.6048033237457275,6.761629814655556e-05,0.000213623046875,0.0006,0.1436372269705603,0.9869494290375204,5.66,0.79,2.14,7.14,0.24,0.0,0.0,0.24,0.01,0.19619924396276475,6.95,195.55
220,7241728,435.785,601,33.405000075433634,0.0,303.66,-0.0003747474402189255,4.371487617492676,0.6039136648178101,8.054872478169273e-05,0.0001678466796875,0.0006,0.1465886061697816,0.9832,4.95,0.64,1.74,7.43,0.23,0.0,0.0,0.23,0.0,0.19928623199462892,6.58,201.86
221,7274496,492.242,599,34.35406689191936,0.03,309.36,0.00042237062007188797,4.362149238586426,0.5799294710159302,8.629083214373168e-05,0.00011444091796875,0.0006,0.16423118865866956,0.9827327327327328,5.31,0.78,2.01,7.77,0.26,0.0,0.0,0.26,0.0,0.21451175600290298,7.15,206.6
222,7307264,546.485,599,32.1015108960832,0.02,289.24,-0.00045403698459267616,3.729292869567871,0.603262722492218,6.75077120533274e-05,0.00020599365234375,0.0006,0.14644549763033177,0.9819967266775778,5.53,0.69,1.79,7.38,0.21,0.0,0.0,0.21,0.0,0.16241271764039994,6.55,187.7
223,7340032,599.937,600,34.47000005780487,0.0,302.51,-0.00026025064289569855,3.599700927734375,0.5987484455108643,6.741322928860427e-05,0.00017547607421875,0.0006,0.14865176307905048,0.9746634996041171,5.65,0.7,1.99,7.68,0.3,0.0,0.0,0.3,0.0,0.2569223952293396,7.0,200.04
224,7372800,654.181,601,33.31951839641202,0.01,299.18,9.522587060928345e-05,3.037348508834839,0.6015839576721191,6.714869518020805e-05,0.0001373291015625,0.0006,0.1763480675769498,0.9919678714859438,5.08,0.78,2.05,7.71,0.34,0.0,0.0,0.34,0.0,0.2836120255291462,6.69,201.21
225,7405568,708.042,601,32.393196508998514,0.02,292.03,-3.109034150838852e-05,3.4140658378601074,0.5974522829055786,6.959420144880823e-05,6.866455078125e-05,0.0006,0.1656021897810219,0.9831365935919055,5.09,0.57,1.78,7.27,0.2,0.0,0.0,0.2,0.01,0.15015052288770675,6.72,199.72
226,7438336,761.427,602,35.176500074950745,0.01,315.71,-0.0002837392967194319,3.095334529876709,0.5895522832870483,5.651916441706817e-05,0.00018310546875,0.0006,0.1646090534979424,0.9812734082397003,5.42,0.62,2.06,8.06,0.3,0.0,0.0,0.3,0.0,0.2502603253722191,7.25,203.31
227,7471104,816.322,602,37.01432279428816,0.02,325.22,0.00010111834853887558,2.3468332290649414,0.6010624170303345,4.403312107115198e-05,7.62939453125e-06,0.0006,0.17367969085444396,0.9807142857142858,6.31,0.82,2.16,8.33,0.24,0.0,0.0,0.24,0.0,0.2019646570086479,7.59,211.11
228,7503872,871.762,601,36.60454924972146,0.01,315.54,-0.0017885989509522915,3.203242063522339,0.5842670202255249,0.0029609526722822466,0.03136444091796875,0.0006,0.18741779921087243,0.9864253393665159,5.81,0.75,2.02,8.12,0.23,0.0,0.0,0.23,0.0,0.2000303879380226,7.34,213.88
229,7536640,931.404,598,34.36000007928,0.0,298.04,-0.008046110160648823,3.3668863773345947,0.6124173402786255,0.0024284249831794114,0.02288818359375,0.0006,0.15296590378327884,0.9866036249014972,6.31,0.84,2.06,7.69,0.27,0.0,0.0,0.27,0.0,0.22297418028116225,6.72,200.46
230,7569408,987.384,597,31.02457552855107,0.01,286.05,-0.008533582091331482,3.422492504119873,0.5965489149093628,0.0057579520267836415,0.052215576171875,0.0006,0.1781609195402299,0.9800865800865801,5.38,0.68,1.85,6.96,0.18,0.0,0.0,0.18,0.0,0.1332813399285078,6.13,184.92
231,7602176,1043.695,596,35.75873866802664,0.05,309.81,-0.008404207415878773,3.702411651611328,0.596671998500824,0.005048824454831902,0.04999542236328125,0.0006,0.19595782073813708,0.9873039581777446,5.13,0.66,2.28,8.21,0.25,0.0,0.0,0.25,0.02,0.19679203778505325,7.07,204.54
232,7634944,1100.383,595,35.38250007187948,0.0,300.54,-0.009106962010264397,3.051316022872925,0.5963282585144043,0.004790521824588723,0.0465240478515625,0.0006,0.17161561842412906,0.977183320220299,6.02,0.61,2.06,7.77,0.36,0.0,0.0,0.36,0.0,0.28880993366241453,7.0,201.39
233,7667712,1156.082,595,36.393393793054855,0.03,311.12,-0.008368248119950294,3.164581298828125,0.5804790258407593,0.004621558664581471,0.04184722900390625,0.0006,0.1657092355280601,0.9809741248097412,5.83,0.73,2.13,8.07,0.3,0.0,0.0,0.3,0.0,0.25390572756528856,7.49,208.03
234,7700480,1212.945,594,35.183404239502266,0.02,300.68,-0.010781781747937202,3.2539169788360596,0.586954653263092,0.005808061978484602,0.04522705078125,0.0006,0.18188073394495413,0.9809741248097412,5.55,0.76,1.82,7.81,0.23,0.0,0.0,0.23,0.0,0.1779296851158142,7.01,204.76
235,7733248,1274.141,591,35.74844602213008,0.01,302.34,-0.007641152013093233,3.2047934532165527,0.5886043310165405,0.004670191009964242,0.0496978759765625,0.0006,0.18342922899884925,0.989010989010989,5.3,0.62,2.0,7.85,0.25,0.0,0.0,0.25,0.0,0.19520834147930144,7.11,201.86
236,7766016,1337.78,587,30.950000051875833,0.0,273.94,-0.009639750234782696,3.5498321056365967,0.5668420791625977,0.003110832530182961,0.03107452392578125,0.0006,0.1938598663035405,0.988599348534202,5.39,0.58,1.75,6.96,0.25,0.0,0.0,0.25,0.0,0.21151737689971925,6.3,188.91
237,7798784,1396.18,586,35.846150743545735,0.01,300.46,-0.00560944527387619,3.8787307739257812,0.5795618295669556,0.0037202891417393857,0.03569793701171875,0.0006,0.19967645019644095,0.9805295950155763,5.82,0.77,1.98,7.75,0.26,0.0,0.0,0.26,0.0,0.23306414544582366,7.1,205.12
238,7831552,1449.378,587,33.84761544386041,0.01,294.0,-0.00834406353533268,3.12345027923584,0.5787864923477173,0.0030190088725134956,0.0312652587890625,0.0006,0.17043073341094295,0.983753046303818,6.19,0.81,1.85,7.69,0.18,0.0,0.0,0.18,0.0,0.1500512433052063,6.77,195.39
239,7864320,1504.231,588,33.49972034738399,0.01,290.26,-0.00834072008728981,3.404130458831787,0.5746592283248901,0.0037350178422457248,0.0396270751953125,0.0006,0.18305882352941177,0.9680851063829787,5.69,0.62,1.7,7.37,0.22,0.0,0.0,0.22,0.0,0.18293853640556335,6.6,196.34
240,7897088,1560.438,587,34.72042176914751,0.01,296.1,-0.006239026784896851,3.249279022216797,0.5963373184204102,0.0015577722307966724,0.0157623291015625,0.0006,0.20642939150401837,0.971841704718417,5.76,0.9,1.72,7.55,0.12,0.0,0.0,0.12,0.0,0.0937407922744751,7.02,204.5
241,7929856,1617.937,587,34.16541860957048,0.02,290.24,-0.008237747475504875,3.653985023498535,0.5812336206436157,0.004245293339124601,0.03928375244140625,0.0006,0.1915089986155976,0.9611727416798732,6.19,0.85,1.63,7.38,0.17,0.0,0.0,0.17,0.0,0.14404623448848725,6.65,200.16
