iter,global_step,wall_seconds,sps,ep_ret,win,ep_len,pg,v,ent,kl,clipfrac,lr,energy_unspent,card_take,upgrades,removes,elites,potions_got,potions_used,potions_used_elite,potions_used_boss,potions_used_normal,potions_expired,potion_use_hp,relics,hp_lost,aux
1586,52002816,57.214,572,19.26,0.0,210.44,0.0003401152789592743,13.373651504516602,0.5567649602890015,0.000638040751312019,0.0052490234375,0.0003,0.2633462570832091,0.8195819581958196,3.64,0.49,1.04,5.04,0.17,0.0,0.0,0.17,0.01,0.130678029358387,4.74,167.38,0.03850862116087228
1587,52035584,117.391,558,18.44,0.0,199.86,-0.0008682627230882645,15.022135734558105,0.5258948802947998,0.00010855265647080614,0.00054931640625,0.0003,0.259121830550402,0.8067129629629629,3.32,0.41,1.15,4.74,0.12,0.0,0.0,0.12,0.02,0.07432147659361363,4.8,158.53,0.03836376138497144
1588,52068352,179.932,546,19.09,0.0,206.02,-0.0004248637706041336,15.369511604309082,0.522889256477356,0.00015876930498848196,0.0010833740234375,0.0003,0.2843076923076923,0.7980132450331126,3.95,0.48,1.12,5.02,0.17,0.0,0.0,0.17,0.0,0.11799114853143693,5.08,163.81,0.03930631454568356
1589,52101120,243.484,538,17.38,0.0,183.48,-0.00013926997780799866,13.716506004333496,0.5309138894081116,6.603894601653337e-05,0.0002288818359375,0.0003,0.24089826471588976,0.79296875,3.43,0.43,0.93,4.13,0.13,0.0,0.0,0.13,0.02,0.09612499922513962,4.18,147.42,0.03958650946151465
1590,52133888,304.342,538,16.37,0.0,177.11,-0.00011454522609710693,15.45582103729248,0.5454663038253784,0.00011100739959601924,0.0007171630859375,0.0003,0.2889643463497453,0.8222222222222222,2.68,0.37,0.96,4.37,0.05,0.0,0.0,0.05,0.02,0.03573639273643494,4.12,140.58,0.03753008390776813
1591,52166656,372.336,528,16.88,0.0,185.68,0.00012582074850797653,13.589305877685547,0.5413007140159607,8.489687449753092e-05,0.00046539306640625,0.0003,0.26410172807303556,0.8035487959442332,2.98,0.44,1.03,4.2,0.09,0.0,0.0,0.09,0.01,0.06871619313955307,4.37,147.21,0.04245597880799323
1592,52199424,429.847,533,18.47,0.0,195.14,0.0004216921515762806,14.928946495056152,0.5398845672607422,0.00014453088846266837,0.00083160400390625,0.0003,0.30884184308841844,0.7997630331753555,3.64,0.38,1.0,4.75,0.18,0.0,0.0,0.18,0.02,0.12891138553619386,4.67,156.1,0.04234706191346049
1593,52232192,483.936,541,17.9,0.0,194.92,0.00016570929437875748,12.993263244628906,0.550487756729126,9.882322729737325e-05,0.00037384033203125,0.0003,0.2563380281690141,0.757396449704142,2.67,0.46,1.03,4.73,0.1,0.0,0.0,0.1,0.02,0.0793271654844284,4.48,152.09,0.040679480182006955
1594,52264960,540.552,545,18.54,0.0,209.25,-0.01271719392389059,13.158897399902344,0.5260682106018066,0.004664515528418178,0.03728485107421875,0.0003,0.2999071494893222,0.8162583518930958,3.66,0.5,1.25,4.82,0.18,0.0,0.0,0.18,0.01,0.12357481747865677,4.97,161.6,0.03574740089243278
1595,52297728,597.336,548,18.05,0.0,218.67,-0.005605430342257023,13.180768013000488,0.5495691895484924,0.00366697576313868,0.0386505126953125,0.0003,0.23475409836065575,0.8195121951219512,3.17,0.48,0.89,4.74,0.15,0.0,0.0,0.15,0.0,0.10386378675699234,4.48,150.94,0.03972278325818479
1596,52330496,661.598,544,18.7,0.0,208.13,-0.006092287600040436,16.635845184326172,0.519188642501831,0.0029184459744442393,0.025146484375,0.0003,0.22828096118299446,0.8125714285714286,3.93,0.4,1.15,5.07,0.1,0.0,0.0,0.1,0.01,0.07957018911838531,4.94,160.29,0.036160537390969694
1597,52363264,723.439,543,19.06,0.0,213.69,-0.004177256487309933,15.375287055969238,0.5131856203079224,0.002024327802132575,0.01949310302734375,0.0003,0.2591362126245847,0.8116591928251121,3.42,0.51,1.17,4.96,0.07,0.0,0.0,0.07,0.0,0.04276936560869217,4.94,164.99,0.03993921249639243
1598,52396032,784.513,542,18.78,0.0,201.96,-0.008844759315252304,14.79017448425293,0.5118503570556641,0.0019733890882775995,0.0171966552734375,0.0003,0.2482758620689655,0.8105022831050228,3.75,0.43,1.25,5.07,0.15,0.0,0.0,0.15,0.03,0.11426190346479416,4.93,162.23,0.039198537822812796
1599,52428800,851.683,538,18.59,0.0,201.18,-0.007043707184493542,12.111249923706055,0.5159701704978943,0.0033804537404762414,0.02971649169921875,0.0003,0.229320987654321,0.7942528735632184,3.37,0.48,1.13,5.2,0.09,0.0,0.0,0.09,0.0,0.061326656639575955,4.84,158.03,0.03725847555324435
1600,52461568,915.152,537,18.19,0.0,194.24,-0.005917412228882313,14.248181343078613,0.5116561651229858,0.0026256821064123415,0.0233917236328125,0.0003,0.21030042918454936,0.7831603229527105,3.07,0.52,1.21,4.87,0.09,0.0,0.0,0.09,0.01,0.06808870941400529,4.82,153.33,0.03298658359562978
1601,52494336,978.107,536,20.39,0.0,217.86,-0.005608564708381891,15.177358627319336,0.479312926530838,0.002333588964802402,0.022918701171875,0.0003,0.20064915904396577,0.7489361702127659,3.95,0.45,1.36,5.31,0.1,0.0,0.0,0.1,0.0,0.08064189910888672,5.4,170.87,0.045545595115981996
1602,52527104,1041.551,534,18.84,0.0,207.48,-0.00927346758544445,13.06016731262207,0.47780293226242065,0.002280202873862436,0.0209197998046875,0.0003,0.18281535648994515,0.7729852440408627,3.72,0.41,1.36,5.02,0.15,0.0,0.0,0.15,0.0,0.11995665073394775,5.19,157.73,0.03597429615911096
1603,52559872,1107.02,532,16.76,0.0,182.53,-0.005810280796140432,14.675230026245117,0.5059007406234741,0.0032781621266622096,0.029632568359375,0.0003,0.21558092679650773,0.78515625,2.76,0.29,0.99,4.41,0.11,0.0,0.0,0.11,0.0,0.08066091984510422,4.2,147.83,0.03944900003261864
1604,52592640,1169.125,532,18.47,0.0,204.62,-0.00946136936545372,15.346386909484863,0.4770105481147766,0.0035512697169508556,0.02739715576171875,0.0003,0.1874010762899652,0.8185011709601874,3.83,0.4,1.17,4.87,0.11,0.0,0.0,0.11,0.0,0.08846599638462066,4.6,156.32,0.039189010160043836
1605,52625408,1232.338,531,18.5,0.0,304.7,-0.010239037685096264,12.500028610229492,0.5026497840881348,0.0050609822339140464,0.0369873046875,0.0003,0.18273337400854178,0.8165548098434005,3.63,0.5,1.2,4.88,0.11,0.0,0.0,0.11,0.02,0.08710632175207138,4.74,156.28,0.03785635682288557
1606,52658176,1299.261,529,19.25,0.0,218.74,-0.003711419180035591,12.592775344848633,0.4992077350616455,0.0034873594755140402,0.0353851318359375,0.0003,0.22219020172910664,0.8038331454340474,3.4,0.45,1.14,5.18,0.12,0.0,0.0,0.12,0.0,0.08624814510345459,5.04,167.36,0.04366125713568181
1607,52690944,1364.23,528,17.87,0.0,194.95,-0.00853868667036295,14.453929901123047,0.5134669542312622,0.0042546811840509235,0.033782958984375,0.0003,0.21539456662354464,0.8341523341523341,3.87,0.34,1.09,4.61,0.11,0.0,0.0,0.11,0.0,0.08304079383611679,4.55,153.24,0.038038494414649904
1608,52723712,1424.198,529,18.76,0.0,204.14,-0.010650397278368473,14.716713905334473,0.4968743920326233,0.0033447688680894316,0.02657318115234375,0.0003,0.18679950186799502,0.8407281001137656,3.64,0.49,1.14,4.94,0.1,0.0,0.0,0.1,0.03,0.0776900178194046,4.72,160.09,0.037652085768058896
1609,52756480,1483.378,530,19.69,0.0,217.8,-0.007897214964032173,11.968924522399902,0.49265792965888977,0.003071759447209388,0.02571868896484375,0.0003,0.20796197266785502,0.8403083700440529,3.34,0.41,1.23,5.51,0.14,0.0,0.0,0.14,0.01,0.10705341458320618,4.99,171.03,0.03763675666414201
1610,52789248,1542.478,531,18.47,0.0,205.12,-0.011197511106729507,15.532768249511719,0.5155723690986633,0.004724120631522055,0.04126739501953125,0.0003,0.22143734643734644,0.8440366972477065,3.92,0.4,1.1,4.77,0.14,0.0,0.0,0.14,0.0,0.10889093607664108,4.72,158.46,0.03610966575797647
1611,52822016,1602.315,531,17.85,0.0,195.13,-0.009151123464107513,13.145013809204102,0.5007088780403137,0.0035897928403301194,0.02899169921875,0.0003,0.19954278249510124,0.8223039215686274,3.46,0.44,1.07,4.63,0.06,0.0,0.0,0.06,0.01,0.05175000011920929,4.55,156.06,0.041871781228110194
1612,52854784,1660.098,532,18.07,0.0,199.91,-0.01070531364530325,13.367291450500488,0.5180138349533081,0.0032941850962373564,0.0288543701171875,0.0003,0.21973643885994484,0.7983682983682984,3.55,0.45,0.99,5.0,0.1,0.0,0.0,0.1,0.0,0.08449105262756347,4.51,158.55,0.03531920682871714
1613,52887552,1720.427,533,19.68,0.0,216.39,-0.01214541308581829,12.544825553894043,0.493619829416275,0.0041058901996393615,0.03110504150390625,0.0003,0.1998799519807923,0.8135964912280702,3.84,0.53,1.18,5.39,0.1,0.0,0.0,0.1,0.0,0.08176627218723297,5.02,164.68,0.03945875074714422
1614,52920320,1782.754,533,18.64,0.0,305.96,-0.007168077863752842,13.496057510375977,0.5211250185966492,0.002729297121845775,0.0240936279296875,0.0003,0.24489154353976736,0.7953020134228188,3.21,0.42,1.18,5.19,0.08,0.0,0.0,0.08,0.03,0.06912500023841858,5.0,163.46,0.0381201634882018
1615,52953088,1839.906,534,18.21,0.0,207.01,-0.010035728104412556,14.39603328704834,0.499294638633728,0.0034480917798020982,0.0261993408203125,0.0003,0.28123076923076923,0.8163265306122449,3.42,0.41,1.17,5.04,0.05,0.0,0.0,0.05,0.02,0.03405147045850754,4.64,162.03,0.04020840616431087
1616,52985856,1900.963,534,19.01,0.0,211.89,-0.010416342876851559,14.801101684570312,0.5092411041259766,0.0042870927193803254,0.03372955322265625,0.0003,0.24616771866546439,0.814773980154355,3.39,0.43,1.13,4.83,0.11,0.0,0.0,0.11,0.01,0.07910940200090408,4.87,166.79,0.03830289584584534
1617,53018624,1963.151,534,18.31,0.0,204.24,-0.004036042373627424,13.793190002441406,0.5427621603012085,0.003355787969553603,0.028778076171875,0.0003,0.3170278637770898,0.7923627684964201,2.82,0.47,1.03,5.07,0.16,0.0,0.0,0.16,0.0,0.11904066681861877,4.52,161.91,0.039174051489681005
1618,53051392,2026.148,533,20.13,0.0,212.98,-0.006175287999212742,14.327442169189453,0.5023428797721863,0.0024948904154484808,0.0248260498046875,0.0003,0.30213270142180093,0.8347639484978541,3.97,0.51,1.13,5.41,0.18,0.0,0.0,0.18,0.02,0.13349618524312973,5.23,177.78,0.040914973826147616
1619,53084160,2085.529,534,17.04,0.0,184.98,-0.005931875668466091,14.780316352844238,0.51225346326828,0.002408582964562811,0.0235595703125,0.0003,0.2920939464108501,0.8094645080946451,3.56,0.35,1.06,4.61,0.07,0.0,0.0,0.07,0.0,0.051124999523162844,4.41,150.4,0.03922805655747652
1620,53116928,2146.961,534,19.14,0.0,199.32,-0.009346744045615196,12.82901668548584,0.5075558423995972,0.003852839423188925,0.03277587890625,0.0003,0.26264530317310714,0.8349726775956284,4.27,0.45,0.98,4.84,0.17,0.0,0.0,0.17,0.01,0.12489570528268815,4.91,166.31,0.04173812735825777
1621,53149696,2209.582,533,20.85,0.0,237.36,-0.006665094755589962,15.131120681762695,0.5052722096443176,0.0034918646662163155,0.02841949462890625,0.0003,0.2586943258084198,0.8137566137566138,4.97,0.66,1.21,5.49,0.13,0.0,0.0,0.13,0.01,0.0960351598262787,5.48,169.98,0.03919691045302898
1622,53182464,2272.97,533,18.23,0.0,198.6,-0.007574374787509441,13.338054656982422,0.5276257991790771,0.0034053688325457188,0.0288543701171875,0.0003,0.3619824341279799,0.8363417569193743,3.77,0.4,1.21,4.99,0.16,0.0,0.0,0.16,0.0,0.1131930136680603,4.79,156.3,0.03702653513755649
1623,53215232,2335.421,533,17.8,0.0,196.0,-0.006856171879917383,13.863216400146484,0.51131671667099,0.0027075935005882457,0.02626800537109375,0.0003,0.3905961893054702,0.8347010550996483,2.8,0.41,1.03,4.91,0.07,0.0,0.0,0.07,0.02,0.043625000566244125,4.48,157.58,0.04287227988243103
1624,53248000,2394.324,533,17.85,0.0,195.27,-0.007279094308614731,16.732955932617188,0.5326156616210938,0.003834933920330741,0.035308837890625,0.0003,0.33198757763975156,0.8043478260869565,2.87,0.41,1.02,4.8,0.11,0.0,0.0,0.11,0.0,0.08210714310407638,4.58,160.6,0.04094279825221747
1625,53280768,2459.392,532,15.7,0.0,173.56,-0.008997769095003605,15.837370872497559,0.537972092628479,0.006145754520503033,0.054168701171875,0.0003,0.36875843454790824,0.8178191489361702,3.06,0.3,1.01,4.3,0.08,0.0,0.0,0.08,0.03,0.049336633682250976,4.1,143.68,0.039935634820722044
1626,53313536,2524.053,532,17.56,0.0,289.17,-0.007612932473421097,14.292646408081055,0.5025137662887573,0.003694811162802125,0.035400390625,0.0003,0.31351869606903165,0.8343409915356711,3.13,0.39,1.17,4.9,0.03,0.0,0.0,0.03,0.0,0.02774999976158142,4.7,156.46,0.04420443042181432
1627,53346304,2587.12,531,17.42,0.0,183.53,-0.008347290568053722,16.25734519958496,0.5148359537124634,0.0025093644035223406,0.02205657958984375,0.0003,0.3350050150451354,0.8273195876288659,3.05,0.44,0.97,4.58,0.06,0.0,0.0,0.06,0.02,0.04097516387701035,4.58,149.48,0.03892727312631905
1628,53379072,2648.306,532,17.07,0.0,184.37,-0.00672920374199748,15.997601509094238,0.5293187499046326,0.004518386382471817,0.039520263671875,0.0003,0.427743804312842,0.8040712468193384,3.25,0.31,0.98,4.51,0.16,0.0,0.0,0.16,0.02,0.10303976662456989,4.36,152.52,0.03575358702801168
1629,53411840,2710.601,531,18.77,0.0,202.07,-0.011244997382164001,14.653182983398438,0.49244022369384766,0.004719848509807889,0.03824615478515625,0.0003,0.3414341434143414,0.8404133180252583,3.74,0.43,1.24,5.01,0.08,0.0,0.0,0.08,0.0,0.06230603456497193,4.88,164.22,0.04049453849438578
