iter,global_step,wall_seconds,sps,ep_ret,win,ep_len,pg,v,ent,kl,clipfrac,lr,energy_unspent,card_take,upgrades,removes,elites,potions_got,potions_used,potions_used_elite,potions_used_boss,potions_used_normal,potions_expired,potion_use_hp,relics,hp_lost,aux
0,256,6.196,41,3.0,0.0,52.333333333333336,-0.02262777090072632,0.37826842069625854,1.4624290466308594,0.010307174758054316,0.138671875,0.0006,1.2142857142857142,0.75,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,80.0,nan
1,512,10.357,49,3.142857142857143,0.0,53.0,-0.04778596758842468,0.11329477280378342,1.0844906568527222,0.009805303614805727,0.11029411764705882,0.0006,1.1470588235294117,0.8,0.42857142857142855,0.14285714285714285,0.0,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,1.2857142857142858,80.28571428571429,nan
