iter,global_step,wall_seconds,sps,ep_ret,win,ep_len,pg,v,ent,kl,clipfrac,lr,energy_unspent,card_take,upgrades,removes,elites,potions_got,potions_used,potions_used_elite,potions_used_boss,potions_used_normal,potions_expired,potion_use_hp,relics,hp_lost,aux,potion_ent
2775,90963968,52.894,619,28.014285714285716,0.014285714285714285,302.0,0.0006932911928743124,19.23773193359375,0.527737021446228,0.00045145818353375944,0.0034637451171875,0.0003,0.2993532491530644,0.8329741379310345,8.314285714285715,0.5857142857142857,1.1,7.9,7.757142857142857,0.7285714285714285,1.1,5.928571428571429,0.02857142857142857,6.480995665703501,7.285714285714286,202.5857142857143,0.03873747028410435,nan
2776,90996736,109.339,599,31.64,0.03,359.15,1.1249445378780365e-05,19.459238052368164,0.5077707767486572,7.518758508240353e-05,0.00040435791015625,0.0003,0.25760950259836674,0.8418006430868167,10.05,0.84,1.68,8.94,9.56,1.27,1.32,6.97,0.02,7.9330381411314015,8.71,235.41,0.034838881343603134,nan
2777,91029504,163.553,601,31.79,0.06,376.35,0.0002225814387202263,20.111427307128906,0.513979434967041,0.00012416074695664747,0.00072479248046875,0.0003,0.2828576622432285,0.8357641090678504,9.73,0.82,1.64,9.01,9.51,1.18,1.37,6.96,0.04,7.870485151559114,8.51,225.34,0.03641603607684374,nan
2778,91062272,222.336,589,32.07,0.06,368.94,-9.502889588475227e-05,22.371673583984375,0.4927639961242676,0.00011676145965111573,0.0006256103515625,0.0003,0.27003676470588234,0.8407894736842105,10.82,0.73,1.76,9.14,9.39,1.27,1.55,6.57,0.02,7.873420605659485,8.65,224.75,0.032895659329369664,nan
2779,91095040,278.378,588,32.32,0.09,367.23,-0.0004953206516802311,22.34076690673828,0.4665989875793457,0.0003325192614340722,0.0025177001953125,0.0003,0.26191790907417634,0.8384030418250951,10.45,0.85,1.79,9.08,9.17,1.28,1.36,6.53,0.02,7.859641836285591,8.61,231.66,0.03299276391044259,nan
2780,91127808,332.755,590,29.95,0.05,344.99,7.77682289481163e-05,17.696857452392578,0.5103194117546082,9.671140634281983e-05,0.00054168701171875,0.0003,0.23896053145760063,0.8303512259774686,8.97,1.06,1.47,7.95,8.22,1.07,1.19,5.96,0.02,6.8145447784662245,7.9,222.39,0.03918573749251664,nan
2781,91160576,387.149,592,29.99,0.02,331.98,0.0009563383646309376,18.86383628845215,0.5072911381721497,0.00016692852986466278,0.00112152099609375,0.0003,0.2533008328255129,0.8527519656897784,9.03,0.85,1.29,8.43,8.51,0.94,1.33,6.24,0.01,7.116164202094078,7.37,210.99,0.0323368048411794,nan
2782,91193344,437.349,599,30.33,0.06,343.67,-0.00026190001517534256,21.41271209716797,0.48731115460395813,0.00012684108071425726,0.00066375732421875,0.0003,0.28063089055587614,0.8517006802721089,9.8,0.89,1.4,8.72,9.28,1.05,1.29,6.94,0.04,7.686619410514831,7.9,215.56,0.03247110726078972,nan
2783,91226112,497.628,592,31.25,0.05,384.52,-0.00599334854632616,17.052440643310547,0.48837196826934814,0.0038781002271832676,0.03382110595703125,0.0003,0.2610941086457536,0.8482384823848238,9.66,0.87,1.41,8.42,8.69,1.02,1.15,6.52,0.01,7.14169340968132,8.04,224.06,0.03415600425796583,nan
2784,91258880,558.601,586,31.15,0.03,346.03,-0.007397998124361038,18.517730712890625,0.5065023303031921,0.00527949478336609,0.04608154296875,0.0003,0.2372438730413821,0.8520238885202389,9.66,0.85,1.52,8.68,9.2,1.15,1.26,6.79,0.02,7.609279193878174,7.92,221.14,0.03294273145729676,nan
