iter,global_step,wall_seconds,sps,ep_ret,win,ep_len,pg,v,ent,kl,clipfrac,lr,energy_unspent,card_take,upgrades,removes,elites,potions_got,potions_used,potions_used_elite,potions_used_boss,potions_used_normal,potions_expired,potion_use_hp,relics,hp_lost,aux,potion_ent
2775,90963968,50.288,651,17.6,0.0,192.54,9.205983951687813e-05,17.646942138671875,0.6007464528083801,0.00029044014141099694,0.0020294189453125,0.0003,0.2575107296137339,0.8304455445544554,3.74,0.33,0.84,4.51,2.58,0.19,0.38,2.01,0.01,1.907135852947831,4.29,154.25,0.03767283319029957,nan
2776,90996736,109.7,597,18.67,0.0,209.86,0.0004925975808873773,19.16016387939453,0.5567280054092407,0.00011667739111587139,0.00055694580078125,0.0003,0.25415949512335057,0.8473193473193473,4.12,0.45,0.99,5.24,2.78,0.12,0.56,2.1,0.0,2.0712123534828426,4.66,166.14,0.04111254366580397,nan
2777,91029504,166.554,590,17.8,0.0,198.01,0.000317638274282217,14.347454071044922,0.56681227684021,7.010635796200759e-05,0.0001983642578125,0.0003,0.23289753724536333,0.8443037974683544,3.72,0.41,0.95,5.02,2.4,0.12,0.47,1.81,0.01,1.8490685603022576,4.34,150.76,0.038620082777924836,nan
2778,91062272,224.498,583,17.87,0.0,199.28,0.0003773253411054611,15.942023277282715,0.5756759643554688,0.0001081448254094397,0.00048828125,0.0003,0.24244274809160304,0.8419161676646707,3.61,0.38,0.99,4.78,2.48,0.18,0.42,1.88,0.0,1.7600061640143394,4.4,154.85,0.0375757128931582,nan
2779,91095040,280.185,584,15.72,0.0,174.88,-4.559475928544998e-05,14.18254280090332,0.5680527687072754,4.9919427696387686e-05,0.00017547607421875,0.0003,0.2530967525945765,0.8340306834030683,2.5,0.27,0.74,4.12,2.06,0.11,0.4,1.55,0.0,1.4684027916193008,3.77,141.09,0.03810087300371379,nan
2780,91127808,337.25,582,17.42,0.0,195.29,3.552227281033993e-05,13.598917007446289,0.5562257766723633,0.00010779801291693758,0.0006561279296875,0.0003,0.250229990800368,0.850383631713555,3.29,0.41,0.99,4.52,2.48,0.18,0.55,1.75,0.0,1.8725321513414384,4.44,150.65,0.03890846739523113,nan
2781,91160576,391.207,586,15.94,0.0,182.5,4.586298018693924e-05,15.772493362426758,0.5599603652954102,7.805672235150496e-05,0.00046539306640625,0.0003,0.26317460317460317,0.8369565217391305,2.53,0.32,0.75,4.42,2.42,0.12,0.47,1.83,0.0,1.8008288434147834,3.66,144.05,0.04247952613513917,nan
2782,91193344,445.173,588,17.95,0.0,195.64,0.0002662581391632557,16.56168556213379,0.5591078996658325,0.0002258798359200398,0.0007781982421875,0.0003,0.22717491546264987,0.8107769423558897,3.87,0.54,0.87,4.76,2.42,0.09,0.42,1.91,0.0,1.8212948846817016,4.36,153.5,0.03575317532522604,nan
2783,91226112,502.428,586,17.95,0.0,195.43,-0.009359215386211872,18.07008171081543,0.5556255578994751,0.0036113746159873727,0.03200531005859375,0.0003,0.23971761817065684,0.8168316831683168,4.53,0.4,1.03,4.56,2.59,0.26,0.42,1.91,0.0,2.030177105665207,4.74,151.15,0.038343830150552094,nan
2784,91258880,558.383,586,16.8,0.0,194.26,-0.005740156397223473,12.44920539855957,0.5606976747512817,0.003398449591031749,0.0291748046875,0.0003,0.2598499061913696,0.8273195876288659,2.78,0.4,0.82,4.87,2.69,0.16,0.44,2.09,0.0,1.962971509695053,3.92,149.08,0.03788971109315753,nan
2785,91291648,613.778,587,18.12,0.0,219.44,-0.006833941675722599,12.230043411254883,0.5395835041999817,0.0035191484212191426,0.03339385986328125,0.0003,0.22736970435842732,0.8515337423312883,3.38,0.47,0.95,4.84,2.85,0.15,0.44,2.26,0.0,2.1260972652584313,4.45,153.42,0.03452170768287033,nan
2786,91324416,671.307,585,17.29,0.0,205.21,-0.009151929058134556,13.758363723754883,0.5703279972076416,0.005074610257935319,0.0421905517578125,0.0003,0.27726146220570014,0.8264900662251655,3.08,0.29,0.79,4.45,2.44,0.14,0.37,1.93,0.0,1.829051214158535,4.34,154.96,0.03917703323531896,nan
2787,91357184,730.397,583,17.57,0.0,195.31,-0.00735125970095396,14.734062194824219,0.5710688829421997,0.0022718249745139474,0.023193359375,0.0003,0.25061425061425063,0.8068043742405833,4.17,0.46,1.05,4.74,2.34,0.13,0.31,1.9,0.0,1.781188246011734,4.59,151.23,0.039993129670619965,nan
2788,91389952,785.245,584,16.49,0.0,186.14,-0.008988143876194954,13.339377403259277,0.5643928050994873,0.003249106810358171,0.02950286865234375,0.0003,0.27648,0.8386243386243386,2.97,0.36,0.91,4.26,2.46,0.17,0.39,1.9,0.0,1.8559776657819749,4.31,144.38,0.03667350020259619,nan
2789,91422720,839.696,585,17.41,0.0,193.98,-0.005301308818161488,13.511441230773926,0.5500985383987427,0.0029990906167256526,0.0260162353515625,0.0003,0.2154903185509057,0.8275862068965517,3.54,0.45,0.87,4.56,2.51,0.09,0.54,1.88,0.0,1.8388930167257787,4.18,150.11,0.03871509910095483,nan
2790,91455488,898.042,583,18.5,0.0,198.33,-0.007811292074620724,13.637247085571289,0.558604896068573,0.002990929964028055,0.0293121337890625,0.0003,0.24239602731222842,0.8136363636363636,3.31,0.33,0.99,4.69,2.76,0.19,0.51,2.06,0.0,2.018798161521554,4.64,158.88,0.03696612233761698,nan
2791,91488256,954.436,583,16.97,0.0,196.14,-0.005475908983498812,11.773837089538574,0.5592932105064392,0.0013413214529123252,0.01145172119140625,0.0003,0.22980625931445603,0.8194271481942715,2.71,0.35,1.18,4.71,2.44,0.12,0.47,1.85,0.0,1.7919425665587188,4.38,153.31,0.03867915936280042,nan
2792,91521024,1010.931,583,17.52,0.0,201.89,-0.009004658088088036,13.413970947265625,0.5741007924079895,0.0024570816807027995,0.0242462158203125,0.0003,0.2695078031212485,0.8233830845771144,3.25,0.43,0.94,4.92,2.86,0.18,0.52,2.16,0.0,2.1298722446709872,4.28,149.56,0.04120431316550821,nan
2793,91553792,1067.526,583,17.31,0.0,199.17,-0.010229678824543953,13.573568344116211,0.5608424544334412,0.003287851845186651,0.0259857177734375,0.0003,0.29447115384615385,0.823019801980198,3.7,0.43,0.95,4.59,2.7,0.14,0.41,2.15,0.02,2.0020769710093735,4.43,151.9,0.039074430940672755,nan
2794,91586560,1125.31,582,18.61,0.0,204.14,-0.0045644561760127544,14.14548110961914,0.5510455369949341,0.004780172005951044,0.0488433837890625,0.0003,0.2685459940652819,0.8321342925659473,3.55,0.46,1.06,4.77,2.73,0.19,0.49,2.05,0.0,2.0597210132330654,4.59,160.91,0.04067468934226781,nan
2795,91619328,1183.779,581,16.49,0.0,188.77,-0.00779928732663393,12.832540512084961,0.5778776407241821,0.003622773299809978,0.0346832275390625,0.0003,0.262223606353161,0.8182989690721649,3.16,0.33,0.83,4.61,2.71,0.2,0.52,1.99,0.0,2.085058461949229,4.0,146.6,0.04244531563017517,nan
2796,91652096,1243.327,579,17.25,0.0,197.96,-0.007285633124411106,14.43321418762207,0.5908878445625305,0.0028024571838614065,0.0285186767578125,0.0003,0.30023923444976075,0.8245614035087719,4.19,0.29,0.83,5.27,3.16,0.19,0.57,2.4,0.01,2.382920528948307,4.08,150.87,0.03695447603240609,nan
