iter,global_step,wall_seconds,sps,ep_ret,win,ep_len,pg,v,ent,kl,clipfrac,lr,energy_unspent,card_take,upgrades,removes,elites,potions_got,potions_used,potions_used_elite,potions_used_boss,potions_used_normal,potions_expired,potion_use_hp,relics,hp_lost,aux
1840,60325888,618.772,582,18.13,0.0,192.72,-0.00677352212369442,11.222885131835938,0.45281970500946045,0.004926227839632702,0.0300750732421875,0.0003,0.2451781627983001,0.864897466827503,4.12,0.4,1.06,4.61,0.19,0.0,0.0,0.19,0.0,0.14281876116991044,4.39,149.71,0.04253664007410407
1841,60358656,675.412,582,19.12,0.0,204.21,-0.009674636647105217,12.391757011413574,0.42495137453079224,0.0029775782904266634,0.02344512939453125,0.0003,0.20342612419700215,0.8717948717948718,4.21,0.36,1.28,5.07,0.2,0.0,0.0,0.2,0.0,0.16383120596408843,5.08,163.87,0.04176547646056861
1842,60391424,733.412,580,18.08,0.0,194.67,-0.011546662077307701,11.767925262451172,0.4364273250102997,0.003902049622809045,0.0273284912109375,0.0003,0.20834724540901503,0.8809234507897934,4.03,0.4,1.12,4.42,0.14,0.0,0.0,0.14,0.03,0.10012208133935928,4.74,152.38,0.039375322754494846
1843,60424192,792.297,579,18.72,0.0,229.81,-0.007887669838964939,12.818960189819336,0.43785417079925537,0.004091632328311334,0.0355072021484375,0.0003,0.20244215938303342,0.8459743290548425,3.88,0.48,1.07,4.75,0.09,0.0,0.0,0.09,0.01,0.07142696127295495,4.64,150.98,0.037157333572395146
1844,60456960,850.461,577,18.33,0.0,196.92,-0.010560696944594383,13.724441528320312,0.45614057779312134,0.004445187863211686,0.03833770751953125,0.0003,0.23518164435946462,0.8711217183770883,4.09,0.33,1.22,4.51,0.11,0.0,0.0,0.11,0.0,0.07933823481202125,4.88,154.1,0.04214230121579021
1845,60489728,907.966,577,20.04,0.0,212.29,-0.004307427443563938,12.90744686126709,0.44594019651412964,0.006676741981493706,0.04503631591796875,0.0003,0.23677209577298255,0.8885209713024282,5.13,0.41,1.3,5.05,0.12,0.0,0.0,0.12,0.01,0.07703939929604531,5.09,161.74,0.043797750608064234
1846,60522496,963.816,577,18.81,0.0,201.57,-0.006149669177830219,12.43271255493164,0.458085834980011,0.0049996408124570735,0.03948974609375,0.0003,0.2371069182389937,0.8969555035128806,4.18,0.29,1.1,4.6,0.09,0.0,0.0,0.09,0.0,0.075089470744133,4.72,152.59,0.038322378299199045
1847,60555264,1017.976,579,18.37,0.0,204.92,-0.010820155963301659,11.276341438293457,0.4596552848815918,0.005774918112592786,0.04257965087890625,0.0003,0.2466287084207372,0.8796821793416572,3.93,0.44,1.19,4.55,0.05,0.0,0.0,0.05,0.0,0.035840517580509185,4.69,157.34,0.03405327984364703
1848,60588032,1072.211,580,20.95,0.0,219.72,-0.006720699369907379,12.7161283493042,0.43418753147125244,0.004071571751069314,0.03408050537109375,0.0003,0.21814504478474428,0.8478931140801644,4.07,0.44,1.36,5.47,0.23,0.0,0.0,0.23,0.01,0.16948511503636837,5.68,170.27,0.04020820162259042
1849,60620800,1127.311,581,20.18,0.0,219.35,-0.007528104819357395,11.34147834777832,0.44372135400772095,0.003376547274967834,0.02854156494140625,0.0003,0.2725166521865045,0.8813928182807399,4.78,0.46,1.19,5.25,0.18,0.0,0.0,0.18,0.01,0.10739429295063019,5.09,166.11,0.03706981928553432
1850,60653568,1183.642,581,18.47,0.0,202.02,-0.010599389672279358,11.797292709350586,0.4358697831630707,0.003719613106795805,0.03084564208984375,0.0003,0.2551640340218712,0.8541423570595099,3.53,0.41,1.01,4.91,0.14,0.0,0.0,0.14,0.0,0.11315655618906022,4.49,159.86,0.04009751055855304
1851,60686336,1240.4,581,19.37,0.0,305.92,-0.006461186334490776,14.482580184936523,0.4171940088272095,0.004602387174941214,0.041168212890625,0.0003,0.21454112038140644,0.8498367791077258,3.74,0.52,1.23,4.99,0.15,0.0,0.0,0.15,0.02,0.08402777701616287,4.98,160.37,0.0361416635569185
1852,60719104,1299.361,580,18.07,0.0,200.63,-0.007540860679000616,11.65484619140625,0.4503171145915985,0.0024569993690306546,0.02213287353515625,0.0003,0.25405570860116317,0.8406139315230224,3.54,0.51,1.04,4.51,0.18,0.0,0.0,0.18,0.01,0.1302391467243433,4.55,155.88,0.0408062522765249
1853,60751872,1351.129,582,19.3,0.0,238.61,-0.009966297075152397,12.373313903808594,0.4253706634044647,0.004338964024782399,0.0274810791015625,0.0003,0.2556390977443609,0.856341189674523,3.83,0.38,1.27,4.95,0.18,0.0,0.0,0.18,0.01,0.13796330153942107,5.07,159.98,0.034294368932023644
1854,60784640,1405.008,583,18.79,0.0,208.57,-0.008570155128836632,11.788834571838379,0.4440821707248688,0.004138893097888285,0.033294677734375,0.0003,0.29183673469387755,0.8700696055684455,3.6,0.45,1.21,4.74,0.17,0.0,0.0,0.17,0.0,0.12299978643655778,4.77,160.81,0.04092482547275722
1855,60817408,1456.003,585,17.32,0.0,190.64,-0.008025489747524261,12.093208312988281,0.4111766815185547,0.0035316400367264578,0.0300445556640625,0.0003,0.2814294830887045,0.8583850931677018,3.1,0.36,1.11,4.32,0.13,0.0,0.0,0.13,0.01,0.10021052598953246,4.39,147.71,0.035092877224087715
1856,60850176,1509.066,586,18.4,0.0,203.79,-0.010285288095474243,11.888059616088867,0.40145185589790344,0.0052325471016274605,0.0390167236328125,0.0003,0.2360897632954196,0.8597081930415263,3.58,0.32,1.22,4.43,0.12,0.0,0.0,0.12,0.01,0.09376834511756897,4.78,155.32,0.03691164590418339
1857,60882944,1562.609,587,17.58,0.0,295.29,-0.00885678082704544,11.257888793945312,0.41098344326019287,0.004265085785590372,0.03557586669921875,0.0003,0.2967922765493616,0.8383961117861483,3.55,0.33,1.1,4.35,0.13,0.0,0.0,0.13,0.02,0.0761717450618744,4.56,150.57,0.03533819585572928
1858,60915712,1620.104,586,18.16,0.0,195.48,-0.00480296416208148,12.366676330566406,0.4286670684814453,0.0034489301199300826,0.03165435791015625,0.0003,0.2598274209012464,0.845360824742268,3.04,0.42,1.3,4.37,0.1,0.0,0.0,0.1,0.01,0.07564638242125511,4.68,153.58,0.03805975994328037
1859,60948480,1673.147,587,17.85,0.0,191.36,-0.01117125153541565,13.061178207397461,0.4410734176635742,0.002903686706872577,0.0247650146484375,0.0003,0.2867887508175278,0.8932655654383735,3.95,0.27,1.18,4.29,0.14,0.0,0.0,0.14,0.0,0.10101813405752182,4.65,147.74,0.036868585273623466
1860,60981248,1730.161,587,17.85,0.0,196.4,-0.008450171910226345,13.879883766174316,0.438990980386734,0.0038531125110239373,0.03326416015625,0.0003,0.2864567410577805,0.8741176470588236,3.21,0.45,1.25,4.24,0.14,0.0,0.0,0.14,0.02,0.09747674435377121,4.7,155.09,0.039661252638325095
1861,61014016,1785.282,587,18.85,0.0,303.63,-0.010138425976037979,13.541393280029297,0.43948984146118164,0.005013353838990042,0.037017822265625,0.0003,0.31244323342415986,0.8874709976798144,3.61,0.45,1.15,4.75,0.12,0.0,0.0,0.12,0.03,0.09651236653327942,4.91,162.46,0.03624747978756204
1862,61046784,1840.318,587,17.91,0.0,198.01,-0.011952454224228859,14.475242614746094,0.43793168663978577,0.005253205147596418,0.0424346923828125,0.0003,0.35281451860965857,0.8825665859564165,3.32,0.45,1.22,4.97,0.1,0.0,0.0,0.1,0.04,0.0793732848763466,4.76,154.69,0.04138323152437806
1863,61079552,1897.709,587,16.7,0.0,180.97,-0.010217497125267982,14.605865478515625,0.44907623529434204,0.003161142355963875,0.03057098388671875,0.0003,0.35219097449313275,0.8736842105263158,3.08,0.4,1.0,4.38,0.15,0.0,0.0,0.15,0.04,0.10387500017881393,4.11,149.63,0.04298095218837261
1864,61112320,1955.576,586,17.52,0.0,201.38,-0.01061425730586052,13.181862831115723,0.45830661058425903,0.004022223842071071,0.03897857666015625,0.0003,0.3385997521685254,0.8894289185905225,3.21,0.44,1.16,4.64,0.17,0.0,0.0,0.17,0.0,0.12163936339318752,4.7,159.57,0.03993480687495321
1865,61145088,2012.663,586,17.55,0.0,193.33,-0.008602245710790157,12.567954063415527,0.4804980754852295,0.0036300307151009292,0.0380706787109375,0.0003,0.36019993751952517,0.8769035532994924,3.14,0.43,0.98,4.55,0.12,0.0,0.0,0.12,0.0,0.08968568027019501,4.31,153.77,0.04023876355495304
1866,61177856,2069.984,585,17.6,0.0,189.99,-0.013535135425627232,12.9458646774292,0.4473622143268585,0.006458348683565873,0.0470428466796875,0.0003,0.2712833545108005,0.8873762376237624,3.41,0.37,1.18,4.5,0.18,0.0,0.0,0.18,0.01,0.11407258689403534,4.71,152.22,0.039150849799625576
1867,61210624,2122.276,586,17.92,0.0,200.19,-0.006502613890916109,13.925783157348633,0.4511948823928833,0.004325406510190533,0.03704071044921875,0.0003,0.3288690476190476,0.8766467065868263,3.58,0.31,1.09,4.57,0.15,0.0,0.0,0.15,0.0,0.10965464264154434,4.56,160.31,0.039475564495660365
1868,61243392,2176.243,587,15.39,0.0,164.3,-0.004187056794762611,11.661735534667969,0.4630436599254608,0.002994949561127669,0.02796173095703125,0.0003,0.35588341129902845,0.8972099853157122,2.74,0.29,0.82,3.66,0.12,0.0,0.0,0.12,0.03,0.0848381233215332,3.83,138.57,0.0414971875725314
1869,61276160,2232.867,587,18.63,0.0,201.49,-0.00988717470318079,13.52543830871582,0.4557094871997833,0.0030773622549844504,0.02399444580078125,0.0003,0.3507440024293957,0.8779904306220095,3.82,0.29,1.21,4.72,0.2,0.0,0.0,0.2,0.01,0.15496472969651223,4.78,162.3,0.03903761995024979
1870,61308928,2290.655,586,15.58,0.0,172.61,-0.008427909575402737,13.392705917358398,0.48514190316200256,0.0023554084083343696,0.0213470458984375,0.0003,0.3979004402302743,0.8825214899713467,3.54,0.3,0.91,3.99,0.12,0.0,0.0,0.12,0.0,0.06528879262506962,4.01,137.57,0.04100809060037136
1871,61341696,2345.886,586,17.58,0.0,192.58,-0.007342297583818436,14.627729415893555,0.4498991370201111,0.0028126901155474116,0.0257415771484375,0.0003,0.3752718235476856,0.863582443653618,3.21,0.54,1.15,4.62,0.17,0.0,0.0,0.17,0.02,0.13262356221675872,4.61,155.8,0.03884174511767924
1872,61374464,2401.386,586,17.58,0.0,292.32,-0.009360323660075665,13.38585090637207,0.45516714453697205,0.00397654460641661,0.03260040283203125,0.0003,0.3777708398376522,0.8934010152284264,4.14,0.38,1.13,4.71,0.17,0.0,0.0,0.17,0.04,0.12958359867334365,4.75,157.58,0.038356876000761986
1873,61407232,2455.615,587,18.14,0.0,294.39,-0.006822905968874693,12.045037269592285,0.46868598461151123,0.003234065384049245,0.029266357421875,0.0003,0.3127767235926629,0.8594285714285714,3.4,0.48,1.35,4.81,0.21,0.0,0.0,0.21,0.02,0.14922189548611642,5.13,158.6,0.039437244180589914
1874,61440000,2519.265,585,17.41,0.0,301.51,-0.011004090309143066,14.377816200256348,0.47891655564308167,0.004394785231227161,0.03338623046875,0.0003,0.3386530481966167,0.8679950186799502,3.65,0.44,1.24,4.65,0.17,0.0,0.0,0.17,0.03,0.12442976027727128,4.71,157.2,0.03712388011626899
1875,61472768,2581.83,583,16.02,0.0,175.19,-0.01084817759692669,13.366267204284668,0.4700474143028259,0.0032044949717828786,0.0241546630859375,0.0003,0.3489493627282122,0.8725761772853186,3.51,0.18,1.15,3.98,0.12,0.0,0.0,0.12,0.0,0.08550307899713516,4.1,140.74,0.03778411110397428
1876,61505536,2637.441,583,18.22,0.0,201.88,-0.007143059745430946,13.783590316772461,0.46947726607322693,0.003861205093215858,0.03707122802734375,0.0003,0.2873846153846154,0.8827667057444314,3.42,0.52,1.09,4.81,0.22,0.0,0.0,0.22,0.03,0.162661764472723,4.62,159.15,0.03937074344139546
1877,61538304,2696.202,583,17.7,0.0,195.92,-0.006853614933788776,14.869233131408691,0.4701008200645447,0.0030235230662469803,0.03084564208984375,0.0003,0.30812854442344045,0.8846153846153846,3.26,0.4,1.12,4.31,0.17,0.0,0.0,0.17,0.02,0.11669561371207238,4.8,159.66,0.04114519327413291
1878,61571072,2752.156,583,17.27,0.0,238.64,-0.0069970628246665,12.418137550354004,0.4723009169101715,0.0025406732037538404,0.0235443115234375,0.0003,0.2968647942521228,0.8409669211195929,3.56,0.38,1.12,4.52,0.22,0.0,0.0,0.22,0.03,0.1660898245871067,4.37,150.61,0.039487004396505654
1879,61603840,2807.092,583,16.01,0.0,167.08,-0.010234294459223747,15.222989082336426,0.483291894197464,0.002638759550791292,0.0245819091796875,0.0003,0.26678765880217786,0.8518005540166205,3.05,0.41,0.89,4.18,0.12,0.0,0.0,0.12,0.0,0.07912499971687793,4.01,143.19,0.038832481601275504
1880,61636608,2866.527,582,18.72,0.0,201.83,-0.009873094037175179,16.14052963256836,0.43723756074905396,0.0037214562413794283,0.03227996826171875,0.0003,0.3816232771822358,0.8171160609613131,3.62,0.38,1.09,4.56,0.13,0.0,0.0,0.13,0.03,0.0859681037068367,5.07,165.73,0.040316576370969415
1881,61669376,2925.066,582,17.59,0.0,193.23,-0.011684449389576912,13.3856840133667,0.46373599767684937,0.0032853459873081192,0.0284881591796875,0.0003,0.31562302340290954,0.814993954050786,2.73,0.33,1.17,4.73,0.18,0.0,0.0,0.18,0.03,0.12931302368640898,4.65,157.59,0.03748073452152312
1882,61702144,2983.256,582,18.41,0.0,199.28,-0.008095121011137962,13.292031288146973,0.4451952278614044,0.002574710231129984,0.02286529541015625,0.0003,0.3122468058585229,0.8346820809248555,3.97,0.47,1.15,4.77,0.19,0.0,0.0,0.19,0.0,0.12240438431501388,4.64,160.85,0.03885173809248954
1883,61734912,3041.217,581,17.91,0.0,193.3,-0.011708924546837807,13.832735061645508,0.47231096029281616,0.0036906580285744894,0.0329742431640625,0.0003,0.307275047862157,0.8304093567251462,3.1,0.42,1.21,4.77,0.15,0.0,0.0,0.15,0.0,0.09884509719908237,4.8,154.58,0.039547368651255965
1884,61767680,3098.942,581,17.65,0.0,189.92,-0.007653180044144392,12.96640682220459,0.4685893952846527,0.0033395452738318454,0.02533721923828125,0.0003,0.3210405004939085,0.8477722772277227,3.52,0.26,1.1,4.66,0.25,0.0,0.0,0.25,0.01,0.1922645924985409,4.72,152.93,0.03863067179918289
1885,61800448,3157.042,581,17.08,0.0,187.72,-0.006139509379863739,14.729334831237793,0.45904648303985596,0.003593700675139644,0.033843994140625,0.0003,0.3235767127693792,0.8600252206809584,3.98,0.4,1.05,4.43,0.12,0.0,0.0,0.12,0.0,0.07710296869277954,4.27,151.4,0.037715940619818866
1886,61833216,3213.672,581,18.91,0.0,207.78,-0.005042624659836292,13.546768188476562,0.43815428018569946,0.0038055797981542128,0.03115081787109375,0.0003,0.33240049751243783,0.8457997698504027,3.87,0.49,1.29,5.1,0.17,0.0,0.0,0.17,0.02,0.12508398085832595,5.07,156.96,0.03905339550692588
1887,61865984,3272.104,580,18.79,0.0,197.79,-0.00978286936879158,11.977728843688965,0.4644063413143158,0.0017354715865849357,0.0151519775390625,0.0003,0.25809554344341135,0.859504132231405,3.84,0.38,1.11,4.55,0.15,0.0,0.0,0.15,0.0,0.0726231836527586,4.67,158.01,0.03471700334921479
1888,61898752,3331.935,580,17.77,0.0,274.89,-0.006040497682988644,11.23720645904541,0.45242905616760254,0.0015783105601485659,0.01528167724609375,0.0003,0.27570399476096924,0.8659286592865929,3.14,0.43,1.04,4.94,0.2,0.0,0.0,0.2,0.01,0.15480155646800994,4.38,148.59,0.03596370841842145
1889,61931520,3390.578,579,17.97,0.0,198.73,-0.009452427737414837,11.501091003417969,0.4404033124446869,0.0020416282530391072,0.01737213134765625,0.0003,0.2694136291600634,0.8790123456790123,3.62,0.38,1.23,4.44,0.12,0.0,0.0,0.12,0.0,0.06960632145404816,4.88,157.82,0.036629191250540316
1890,61964288,3450.419,579,17.79,0.0,206.0,-0.01047475915402174,13.285682678222656,0.44375717639923096,0.0030910278591136375,0.024017333984375,0.0003,0.20871862615587847,0.8783943329397875,3.92,0.4,1.15,4.57,0.11,0.0,0.0,0.11,0.04,0.07215231299400329,4.44,151.23,0.03846807323861867
1891,61997056,3506.212,579,19.43,0.0,199.56,-0.005239380523562431,13.961883544921875,0.4288126826286316,0.002593784053430248,0.0229339599609375,0.0003,0.22932208887447292,0.8621867881548975,4.2,0.42,1.2,4.91,0.11,0.0,0.0,0.11,0.0,0.09087728202342987,5.25,158.55,0.03273829072713852
1892,62029824,3560.002,579,20.02,0.0,209.67,-0.009635213762521744,14.708024978637695,0.4241015911102295,0.002700600548962484,0.0246124267578125,0.0003,0.2321704229700525,0.8759776536312849,4.41,0.42,1.38,4.92,0.29,0.0,0.0,0.29,0.01,0.20647020414471626,5.57,168.91,0.037735133431851864
1893,62062592,3617.866,579,17.83,0.0,191.34,-0.004525721073150635,12.007966995239258,0.47515928745269775,0.0036764060004941257,0.03093719482421875,0.0003,0.22916666666666666,0.8610421836228288,3.53,0.42,1.1,4.45,0.15,0.0,0.0,0.15,0.0,0.09717855021357537,4.77,154.97,0.0343902760068886
1894,62095360,3676.861,579,16.84,0.0,177.65,-0.011510670185089111,15.672040939331055,0.46481871604919434,0.004265322710011787,0.03623199462890625,0.0003,0.2642035552457302,0.8738738738738738,3.64,0.32,1.13,4.2,0.18,0.0,0.0,0.18,0.0,0.1325673194229603,4.45,147.42,0.04172563145402819
1895,62128128,3733.308,579,18.79,0.0,207.35,-0.004546182230114937,11.896753311157227,0.4548990726470947,0.0013328527720659622,0.013458251953125,0.0003,0.286425902864259,0.8626560726447219,3.06,0.48,1.22,4.96,0.14,0.0,0.0,0.14,0.01,0.09821268856525421,4.76,164.74,0.03700321610085666
1896,62160896,3789.776,579,17.2,0.0,384.25,-0.010066935792565346,14.094294548034668,0.4767026901245117,0.0030827647155433624,0.02054595947265625,0.0003,0.24786324786324787,0.8551637279596978,3.82,0.4,1.07,4.4,0.2,0.0,0.0,0.2,0.05,0.15342915415763855,4.32,151.5,0.03852907277178019
1897,62193664,3847.149,579,18.33,0.0,201.96,-0.007749694399535656,14.389636039733887,0.47895166277885437,0.0034319635335577914,0.029571533203125,0.0003,0.3274691358024691,0.8465227817745803,3.68,0.5,1.15,4.82,0.21,0.0,0.0,0.21,0.01,0.16411451905965804,4.69,155.96,0.03949997900053859
1898,62226432,3903.512,579,19.4,0.0,209.17,-0.00843755342066288,14.745589256286621,0.46707671880722046,0.004523198002629236,0.03394317626953125,0.0003,0.23892215568862277,0.8296943231441049,3.64,0.49,1.23,5.04,0.21,0.0,0.0,0.21,0.01,0.1427259373664856,5.32,164.76,0.04019998060539365
1899,62259200,3956.681,579,16.94,0.0,189.48,-0.012500714510679245,14.215120315551758,0.462398886680603,0.003817637628742432,0.02870941162109375,0.0003,0.2856688910073085,0.854916067146283,3.73,0.45,1.23,4.48,0.12,0.0,0.0,0.12,0.0,0.08607283622026443,4.62,148.01,0.03554456803249195
1900,62291968,4014.61,579,19.43,0.0,223.23,-0.012171408161520958,11.97134017944336,0.483671098947525,0.0034654964433684654,0.02945709228515625,0.0003,0.24365916215445996,0.8654266958424508,3.78,0.47,1.41,5.08,0.16,0.0,0.0,0.16,0.0,0.11263388350605964,5.09,173.61,0.04301679925993085
1901,62324736,4075.213,578,17.4,0.0,188.61,-0.00691961869597435,13.17841911315918,0.493768572807312,0.00285650033935525,0.02562713623046875,0.0003,0.2474631751227496,0.8742138364779874,3.36,0.36,0.99,4.27,0.23,0.0,0.0,0.23,0.0,0.16830256924033166,4.51,153.95,0.04022659279871732
1902,62357504,4132.037,578,18.51,0.0,203.56,-0.006805346347391605,14.172603607177734,0.4919302761554718,0.0022791734365981142,0.020721435546875,0.0003,0.26217678893565843,0.8927335640138409,4.44,0.44,1.25,4.79,0.17,0.0,0.0,0.17,0.0,0.11682329401373863,4.97,166.35,0.03663727198727429
1903,62390272,4190.783,578,18.39,0.0,196.3,-0.008151287212967873,11.222905158996582,0.4683302640914917,0.002679455572859979,0.025390625,0.0003,0.2848121250394695,0.8724373576309795,3.42,0.53,1.1,4.52,0.16,0.0,0.0,0.16,0.02,0.1290884166955948,4.55,163.78,0.04289324476849288
1904,62423040,4247.979,578,18.25,0.0,208.07,-0.008681127801537514,13.122644424438477,0.4663757085800171,0.00402517540153724,0.0312042236328125,0.0003,0.2521631644004944,0.8887614678899083,3.18,0.39,1.2,4.68,0.18,0.0,0.0,0.18,0.01,0.13247625052928924,4.86,157.91,0.038344942149706185
1905,62455808,4310.996,577,19.05,0.0,204.62,-0.004002522677183151,15.714826583862305,0.48900026082992554,0.0022713030620309382,0.021697998046875,0.0003,0.2374384236453202,0.8621908127208481,4.45,0.41,1.3,4.61,0.17,0.0,0.0,0.17,0.02,0.10004217341542244,5.13,162.17,0.04121480043977499
1906,62488576,4370.559,577,18.09,0.0,192.23,-0.008783542551100254,13.912931442260742,0.4510183036327362,0.0020862897772104816,0.01512908935546875,0.0003,0.2162612462512496,0.8723926380368098,3.54,0.43,1.13,4.7,0.16,0.0,0.0,0.16,0.0,0.1309988456964493,4.49,154.56,0.03877522679977119
1907,62521344,4429.542,577,17.99,0.0,195.96,-0.008185895159840584,13.933650970458984,0.45259687304496765,0.0022881725885781634,0.0186309814453125,0.0003,0.23915816326530612,0.8687572590011614,4.32,0.35,1.41,4.67,0.15,0.0,0.0,0.15,0.0,0.09116611957550048,5.1,158.54,0.0380860916338861
1908,62554112,4486.828,576,19.72,0.0,307.71,-0.0024431655183434486,14.501367568969727,0.43761366605758667,0.0033634980880776766,0.030242919921875,0.0003,0.21470316825592126,0.8561946902654868,4.81,0.43,1.15,4.71,0.17,0.0,0.0,0.17,0.02,0.13253880828619002,4.94,163.9,0.045326313585974276
1909,62586880,4543.991,576,18.01,0.0,205.61,-0.006847195327281952,15.102703094482422,0.4690481424331665,0.003124848217055387,0.028045654296875,0.0003,0.23428939735739607,0.893167701863354,3.97,0.44,1.16,4.78,0.17,0.0,0.0,0.17,0.01,0.10930083200335503,4.8,158.07,0.04126119380816817
1910,62619648,4605.679,576,18.33,0.0,195.88,-0.004299514461308718,12.190535545349121,0.48218220472335815,0.005421598082705259,0.046966552734375,0.0003,0.23840206185567012,0.8998793727382388,3.87,0.45,1.0,4.43,0.14,0.0,0.0,0.14,0.0,0.11406183809041977,4.62,154.98,0.03724210918880999
1911,62652416,4663.715,576,16.73,0.0,169.99,-0.010392660275101662,15.529465675354004,0.4558800458908081,0.0028051310985119926,0.0210113525390625,0.0003,0.2284434490481523,0.9149519890260631,4.02,0.34,0.95,3.72,0.1,0.0,0.0,0.1,0.01,0.07255479946732521,4.12,139.47,0.03749916783999652
1912,62685184,4720.428,576,18.19,0.0,195.22,-0.009184355847537518,15.403779983520508,0.4592430591583252,0.00323511234171292,0.02515411376953125,0.0003,0.257960759086523,0.8934426229508197,4.46,0.58,1.18,4.57,0.13,0.0,0.0,0.13,0.0,0.10251470625400544,4.74,152.87,0.040238846093416214
1913,62717952,4776.684,576,17.56,0.0,188.91,-0.008081106469035149,13.56191635131836,0.47279149293899536,0.0031215840498362013,0.0242767333984375,0.0003,0.22791164658634538,0.8726355611601513,3.74,0.41,1.1,4.34,0.11,0.0,0.0,0.11,0.0,0.0686349804699421,4.56,153.69,0.04073691589292139
1914,62750720,4838.702,575,18.79,0.0,196.38,-0.005605034530162811,13.286169052124023,0.45381492376327515,0.0026506631431857386,0.0208587646484375,0.0003,0.268190598840953,0.8792102206736353,4.32,0.31,1.06,4.9,0.17,0.0,0.0,0.17,0.02,0.11750454545021057,4.77,163.83,0.039274269132874906
1915,62783488,4897.367,575,16.94,0.0,280.78,-0.012410725466907024,11.23438835144043,0.49957969784736633,0.003349735558174416,0.0299835205078125,0.0003,0.23630726834309335,0.8907242693773825,3.64,0.47,0.86,4.32,0.14,0.0,0.0,0.14,0.04,0.09977389037609101,4.14,142.8,0.03570530255092308
1916,62816256,4956.306,575,18.65,0.0,211.2,-0.005703768692910671,13.598758697509766,0.4827912151813507,0.003938775565643482,0.0399322509765625,0.0003,0.22141732283464566,0.8586326767091541,3.67,0.36,0.96,4.69,0.15,0.0,0.0,0.15,0.0,0.11272335976362229,4.71,156.22,0.03605445078574121
1917,62849024,5011.829,575,16.94,0.0,183.09,-0.00565276388078928,11.599068641662598,0.4895964562892914,0.001529553749094248,0.01276397705078125,0.0003,0.2623612512613522,0.8727506426735219,3.25,0.38,1.01,4.52,0.17,0.0,0.0,0.17,0.01,0.10153916910290718,4.33,148.22,0.03595859056804329
