iter,global_step,wall_seconds,sps,ep_ret,win,ep_len,pg,v,ent,kl,clipfrac,lr,energy_unspent,card_take,upgrades,removes,elites,potions_got,potions_used,potions_used_elite,potions_used_boss,potions_used_normal,potions_expired,potion_use_hp,relics,hp_lost,aux,potion_ent
2386,78217216,3935.297,574,19.27,0.0,202.59,-0.00937915500253439,14.481996536254883,0.48886966705322266,0.0031407169254293876,0.0280914306640625,0.0003,0.2,0.8439955106621774,3.87,0.34,1.08,5.28,5.63,0.95,0.65,4.03,0.0,4.124199909865856,4.71,162.93,0.0380679591326043,nan
2387,78249984,3990.49,574,18.27,0.0,218.55,-0.005961863324046135,16.06524658203125,0.5135693550109863,0.008425379844084091,0.0559234619140625,0.0003,0.1917145449047475,0.8338870431893688,3.17,0.47,1.3,4.98,5.02,0.88,0.58,3.56,0.0,3.798095704764128,4.86,154.57,0.036809214507229626,nan
2388,78282752,4046.277,574,21.16,0.0,222.8,-0.007438343018293381,15.009344100952148,0.4814155101776123,0.004259806934442167,0.03223419189453125,0.0003,0.23514431239388794,0.8567164179104477,4.61,0.65,1.33,5.55,5.62,0.85,0.66,4.11,0.0,4.408533968031406,5.75,175.99,0.04279123153537512,nan
2389,78315520,4105.392,574,19.68,0.0,274.36,-0.006874971557408571,16.186058044433594,0.49158036708831787,0.0055203390889460024,0.04111480712890625,0.0003,0.24396135265700483,0.8642384105960265,4.32,0.57,1.02,5.02,5.11,0.85,0.57,3.69,0.01,3.8418238820135593,5.05,162.59,0.03426377783762291,nan
2390,78348288,4161.968,574,20.39,0.0,220.07,-0.010045662522315979,17.83536148071289,0.5067472457885742,0.006849296097470869,0.04225921630859375,0.0003,0.20278503046127067,0.8490759753593429,4.66,0.37,1.42,5.25,5.27,0.96,0.66,3.65,0.0,3.9294666697084906,5.81,169.74,0.03907101333606988,nan
2391,78381056,4220.255,574,19.47,0.0,211.43,-0.009534108452498913,16.07813835144043,0.5171061754226685,0.0030907247330560494,0.02692413330078125,0.0003,0.26318981200727715,0.8478027867095391,4.08,0.54,1.29,5.16,5.31,0.89,0.77,3.65,0.0,3.98432412981987,5.2,167.73,0.03596034005749971,nan
2392,78413824,4278.081,574,18.44,0.0,198.69,-0.008294944651424885,15.539119720458984,0.5095162987709045,0.0045447845744774895,0.04132843017578125,0.0003,0.23699059561128527,0.8640552995391705,4.71,0.43,1.1,4.83,4.78,0.92,0.52,3.34,0.0,3.522548156827688,4.8,159.48,0.04091330070514232,nan
2393,78446592,4336.707,574,18.12,0.0,191.45,-0.01203648280352354,12.974237442016602,0.514799952507019,0.003839081219702223,0.0312042236328125,0.0003,0.2684752104770814,0.8686131386861314,3.2,0.45,1.15,4.63,4.53,0.92,0.57,3.04,0.01,3.2923854061961175,4.62,155.2,0.03982079995330423,nan
2394,78479360,4397.336,573,19.15,0.0,204.87,-0.010964585468173027,14.67829418182373,0.5282639265060425,0.005135950069529827,0.04210662841796875,0.0003,0.2552736166309997,0.8825581395348837,3.89,0.55,1.07,4.79,4.77,0.67,0.6,3.5,0.01,3.533361289203167,5.29,165.56,0.034901162376627326,nan
2395,78512128,4468.713,571,17.71,0.0,190.05,-0.004865609109401703,17.579002380371094,0.52604079246521,0.0024849707097018836,0.024688720703125,0.0003,0.2842787682333874,0.8847497089639115,3.44,0.39,1.14,4.83,4.88,0.88,0.5,3.5,0.01,3.609121218174696,4.68,156.15,0.0432686508866027,nan
